ID,Treatment,Bio_Rep,Plant,Concentration,Time_Inoc,Time_Measurement,Time_Inoc2,Time_Measurement2,DAI,Date,Root_Length,Comment,No.growth
Water_R1_11_7.5mM_D14_D17,Water,R1,11,7.5mM,D14,D17,14,17,3,22.09.25,26.99,,
Water_R1_12_7.5mM_D14_D17,Water,R1,12,7.5mM,D14,D17,14,17,3,22.09.25,22.723,,
3OMG_R1_1_7.5mM_D0_D18,3OMG,R0,1,7.5mM,D0,D18,0,18,18,23.09.25,39.634,,
3OMG_R1_2_7.5mM_D0_D18,3OMG,R0,2,7.5mM,D0,D18,0,18,18,23.09.25,4.068,,No growth
3OMG_R1_3_7.5mM_D0_D18,3OMG,R0,3,7.5mM,D0,D18,0,18,18,23.09.25,58.842,,
3OMG_R1_4_7.5mM_D0_D18,3OMG,R0,4,7.5mM,D0,D18,0,18,18,23.09.25,64.731,,
3OMG_R1_5_7.5mM_D0_D18,3OMG,R0,5,7.5mM,D0,D18,0,18,18,23.09.25,62.74,,
3OMG_R1_6_7.5mM_D0_D18,3OMG,R0,6,7.5mM,D0,D18,0,18,18,23.09.25,71.351,,
3OMG_R1_7_7.5mM_D0_D18,3OMG,R0,7,7.5mM,D0,D18,0,18,18,23.09.25,65.903,,
3OMG_R1_8_7.5mM_D0_D18,3OMG,R0,8,7.5mM,D0,D18,0,18,18,23.09.25,52.102,,
3OMG_R1_9_7.5mM_D0_D18,3OMG,R0,9,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
3OMG_R1_10_7.5mM_D0_D18,3OMG,R0,10,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
3OMG_R1_11_7.5mM_D0_D18,3OMG,R0,11,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
3OMG_R1_12_7.5mM_D0_D18,3OMG,R0,12,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
Water_R1_1_7.5mM_D0_D18,Water,R0,1,7.5mM,D0,D18,0,18,18,23.09.25,58.921,,
Water_R1_2_7.5mM_D0_D18,Water,R0,2,7.5mM,D0,D18,0,18,18,23.09.25,66.817,,
Water_R1_3_7.5mM_D0_D18,Water,R0,3,7.5mM,D0,D18,0,18,18,23.09.25,30.07,,
Water_R1_4_7.5mM_D0_D18,Water,R0,4,7.5mM,D0,D18,0,18,18,23.09.25,73.474,,
Water_R1_5_7.5mM_D0_D18,Water,R0,5,7.5mM,D0,D18,0,18,18,23.09.25,53.608,,
Water_R1_6_7.5mM_D0_D18,Water,R0,6,7.5mM,D0,D18,0,18,18,23.09.25,1.356,,No growth
Water_R1_7_7.5mM_D0_D18,Water,R0,7,7.5mM,D0,D18,0,18,18,23.09.25,65.896,,
Water_R1_8_7.5mM_D0_D18,Water,R0,8,7.5mM,D0,D18,0,18,18,23.09.25,3.559,,No growth
Water_R1_9_7.5mM_D0_D18,Water,R0,9,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
Water_R1_10_7.5mM_D0_D18,Water,R0,10,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
Water_R1_11_7.5mM_D0_D18,Water,R0,11,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
Water_R1_12_7.5mM_D0_D18,Water,R0,12,7.5mM,D0,D18,0,18,18,23.09.25,NA,,No growth
3OMG_R1_1_7.5mM_D03_D18,3OMG,R1,1,7.5mM,D03,D18,3,18,15,23.09.25,11.98,,No growth
3OMG_R1_2_7.5mM_D03_D18,3OMG,R1,2,7.5mM,D03,D18,3,18,15,23.09.25,62.064,,
3OMG_R1_3_7.5mM_D03_D18,3OMG,R1,3,7.5mM,D03,D18,3,18,15,23.09.25,65.925,,
3OMG_R1_4_7.5mM_D03_D18,3OMG,R1,4,7.5mM,D03,D18,3,18,15,23.09.25,1.565,,No growth
3OMG_R1_5_7.5mM_D03_D18,3OMG,R1,5,7.5mM,D03,D18,3,18,15,23.09.25,65.109,,
3OMG_R1_6_7.5mM_D03_D18,3OMG,R1,6,7.5mM,D03,D18,3,18,15,23.09.25,78.577,,
3OMG_R1_7_7.5mM_D03_D18,3OMG,R1,7,7.5mM,D03,D18,3,18,15,23.09.25,72.011,,
3OMG_R1_8_7.5mM_D03_D18,3OMG,R1,8,7.5mM,D03,D18,3,18,15,23.09.25,70.007,,
3OMG_R1_9_7.5mM_D03_D18,3OMG,R1,9,7.5mM,D03,D18,3,18,15,23.09.25,72.153,,
3OMG_R1_10_7.5mM_D03_D18,3OMG,R1,10,7.5mM,D03,D18,3,18,15,23.09.25,31.072,,No growth
3OMG_R1_11_7.5mM_D03_D18,3OMG,R1,11,7.5mM,D03,D18,3,18,15,23.09.25,2.6,,No growth
3OMG_R1_12_7.5mM_D03_D18,3OMG,R1,12,7.5mM,D03,D18,3,18,15,23.09.25,61.841,,
Water_R1_1_7.5mM_D03_D18,Water,R1,1,7.5mM,D03,D18,3,18,15,23.09.25,83.021,,
Water_R1_2_7.5mM_D03_D18,Water,R1,2,7.5mM,D03,D18,3,18,15,23.09.25,65.923,,
Water_R1_3_7.5mM_D03_D18,Water,R1,3,7.5mM,D03,D18,3,18,15,23.09.25,0.931,,No growth
Water_R1_4_7.5mM_D03_D18,Water,R1,4,7.5mM,D03,D18,3,18,15,23.09.25,49.088,,
Water_R1_5_7.5mM_D03_D18,Water,R1,5,7.5mM,D03,D18,3,18,15,23.09.25,84.249,,
Water_R1_6_7.5mM_D03_D18,Water,R1,6,7.5mM,D03,D18,3,18,15,23.09.25,1.186,,No growth
Water_R1_7_7.5mM_D03_D18,Water,R1,7,7.5mM,D03,D18,3,18,15,23.09.25,85.657,,
Water_R1_8_7.5mM_D03_D18,Water,R1,8,7.5mM,D03,D18,3,18,15,23.09.25,1.738,,No growth
Water_R1_9_7.5mM_D03_D18,Water,R1,9,7.5mM,D03,D18,3,18,15,23.09.25,91.06,,
Water_R1_10_7.5mM_D03_D18,Water,R1,10,7.5mM,D03,D18,3,18,15,23.09.25,92.983,,
Water_R1_11_7.5mM_D03_D18,Water,R1,11,7.5mM,D03,D18,3,18,15,23.09.25,94.885,,
Water_R1_12_7.5mM_D03_D18,Water,R1,12,7.5mM,D03,D18,3,18,15,23.09.25,87.602,,
3OMG_R1_1_7.5mM_D07_D18,3OMG,R1,1,7.5mM,D07,D18,7,18,11,23.09.25,68.852,,
3OMG_R1_2_7.5mM_D07_D18,3OMG,R1,2,7.5mM,D07,D18,7,18,11,23.09.25,65.344,,
3OMG_R1_3_7.5mM_D07_D18,3OMG,R1,3,7.5mM,D07,D18,7,18,11,23.09.25,67.144,,
3OMG_R1_4_7.5mM_D07_D18,3OMG,R1,4,7.5mM,D07,D18,7,18,11,23.09.25,72.626,,
3OMG_R1_5_7.5mM_D07_D18,3OMG,R1,5,7.5mM,D07,D18,7,18,11,23.09.25,55.563,,
3OMG_R1_6_7.5mM_D07_D18,3OMG,R1,6,7.5mM,D07,D18,7,18,11,23.09.25,71.55,,
3OMG_R1_7_7.5mM_D07_D18,3OMG,R1,7,7.5mM,D07,D18,7,18,11,23.09.25,64.43,,
3OMG_R1_8_7.5mM_D07_D18,3OMG,R1,8,7.5mM,D07,D18,7,18,11,23.09.25,64.095,,
3OMG_R1_9_7.5mM_D07_D18,3OMG,R1,9,7.5mM,D07,D18,7,18,11,23.09.25,71.873,,
3OMG_R1_10_7.5mM_D07_D18,3OMG,R1,10,7.5mM,D07,D18,7,18,11,23.09.25,66.673,,
3OMG_R1_11_7.5mM_D07_D18,3OMG,R1,11,7.5mM,D07,D18,7,18,11,23.09.25,54.71,,
3OMG_R1_12_7.5mM_D07_D18,3OMG,R1,12,7.5mM,D07,D18,7,18,11,23.09.25,62.302,,
Water_R1_1_7.5mM_D07_D18,Water,R1,1,7.5mM,D07,D18,7,18,11,23.09.25,62.196,,
Water_R1_2_7.5mM_D07_D18,Water,R1,2,7.5mM,D07,D18,7,18,11,23.09.25,82.1,,
Water_R1_3_7.5mM_D07_D18,Water,R1,3,7.5mM,D07,D18,7,18,11,23.09.25,86.311,,
Water_R1_4_7.5mM_D07_D18,Water,R1,4,7.5mM,D07,D18,7,18,11,23.09.25,86.878,,
Water_R1_5_7.5mM_D07_D18,Water,R1,5,7.5mM,D07,D18,7,18,11,23.09.25,85.89,,
Water_R1_6_7.5mM_D07_D18,Water,R1,6,7.5mM,D07,D18,7,18,11,23.09.25,85.498,,
Water_R1_7_7.5mM_D07_D18,Water,R1,7,7.5mM,D07,D18,7,18,11,23.09.25,86.089,,
Water_R1_8_7.5mM_D07_D18,Water,R1,8,7.5mM,D07,D18,7,18,11,23.09.25,85.523,,
Water_R1_9_7.5mM_D07_D18,Water,R1,9,7.5mM,D07,D18,7,18,11,23.09.25,81.2,,
Water_R1_10_7.5mM_D07_D18,Water,R1,10,7.5mM,D07,D18,7,18,11,23.09.25,87.647,,
Water_R1_11_7.5mM_D07_D18,Water,R1,11,7.5mM,D07,D18,7,18,11,23.09.25,82.138,,
Water_R1_12_7.5mM_D07_D18,Water,R1,12,7.5mM,D07,D18,7,18,11,23.09.25,69.898,,
3OMG_R1_1_7.5mM_D10_D18,3OMG,R1,1,7.5mM,D10,D18,10,18,8,23.09.25,48.13,,
3OMG_R1_2_7.5mM_D10_D18,3OMG,R1,2,7.5mM,D10,D18,10,18,8,23.09.25,50.878,,
3OMG_R1_3_7.5mM_D10_D18,3OMG,R1,3,7.5mM,D10,D18,10,18,8,23.09.25,47.829,,
3OMG_R1_4_7.5mM_D10_D18,3OMG,R1,4,7.5mM,D10,D18,10,18,8,23.09.25,49.701,,
3OMG_R1_5_7.5mM_D10_D18,3OMG,R1,5,7.5mM,D10,D18,10,18,8,23.09.25,48.954,,
3OMG_R1_6_7.5mM_D10_D18,3OMG,R1,6,7.5mM,D10,D18,10,18,8,23.09.25,57.73,,
3OMG_R1_7_7.5mM_D10_D18,3OMG,R1,7,7.5mM,D10,D18,10,18,8,23.09.25,51.856,,
3OMG_R1_8_7.5mM_D10_D18,3OMG,R1,8,7.5mM,D10,D18,10,18,8,23.09.25,47.78,,
3OMG_R1_9_7.5mM_D10_D18,3OMG,R1,9,7.5mM,D10,D18,10,18,8,23.09.25,49.696,,
3OMG_R1_10_7.5mM_D10_D18,3OMG,R1,10,7.5mM,D10,D18,10,18,8,23.09.25,54.484,,
3OMG_R1_11_7.5mM_D10_D18,3OMG,R1,11,7.5mM,D10,D18,10,18,8,23.09.25,51.387,,
3OMG_R1_12_7.5mM_D10_D18,3OMG,R1,12,7.5mM,D10,D18,10,18,8,23.09.25,56.291,,
Water_R1_1_7.5mM_D10_D18,Water,R1,1,7.5mM,D10,D18,10,18,8,23.09.25,62.455,,
Water_R1_2_7.5mM_D10_D18,Water,R1,2,7.5mM,D10,D18,10,18,8,23.09.25,63.812,,
Water_R1_3_7.5mM_D10_D18,Water,R1,3,7.5mM,D10,D18,10,18,8,23.09.25,63.563,,
Water_R1_4_7.5mM_D10_D18,Water,R1,4,7.5mM,D10,D18,10,18,8,23.09.25,65.482,,
Water_R1_5_7.5mM_D10_D18,Water,R1,5,7.5mM,D10,D18,10,18,8,23.09.25,64.586,,
Water_R1_6_7.5mM_D10_D18,Water,R1,6,7.5mM,D10,D18,10,18,8,23.09.25,65.219,,
Water_R1_7_7.5mM_D10_D18,Water,R1,7,7.5mM,D10,D18,10,18,8,23.09.25,59.519,,
Water_R1_8_7.5mM_D10_D18,Water,R1,8,7.5mM,D10,D18,10,18,8,23.09.25,66.648,,
Water_R1_9_7.5mM_D10_D18,Water,R1,9,7.5mM,D10,D18,10,18,8,23.09.25,64.567,,
Water_R1_10_7.5mM_D10_D18,Water,R1,10,7.5mM,D10,D18,10,18,8,23.09.25,59.213,,
Water_R1_11_7.5mM_D10_D18,Water,R1,11,7.5mM,D10,D18,10,18,8,23.09.25,66.405,,
Water_R1_12_7.5mM_D10_D18,Water,R1,12,7.5mM,D10,D18,10,18,8,23.09.25,NA,On the side,
3OMG_R1_1_7.5mM_D14_D18,3OMG,R1,1,7.5mM,D14,D18,14,18,4,23.09.25,40.778,,
3OMG_R1_2_7.5mM_D14_D18,3OMG,R1,2,7.5mM,D14,D18,14,18,4,23.09.25,38.092,,
3OMG_R1_3_7.5mM_D14_D18,3OMG,R1,3,7.5mM,D14,D18,14,18,4,23.09.25,38.008,,
3OMG_R1_4_7.5mM_D14_D18,3OMG,R1,4,7.5mM,D14,D18,14,18,4,23.09.25,39.067,,
3OMG_R1_5_7.5mM_D14_D18,3OMG,R1,5,7.5mM,D14,D18,14,18,4,23.09.25,38.888,,
3OMG_R1_6_7.5mM_D14_D18,3OMG,R1,6,7.5mM,D14,D18,14,18,4,23.09.25,33.437,,
3OMG_R1_7_7.5mM_D14_D18,3OMG,R1,7,7.5mM,D14,D18,14,18,4,23.09.25,30.769,,
3OMG_R1_8_7.5mM_D14_D18,3OMG,R1,8,7.5mM,D14,D18,14,18,4,23.09.25,38.545,,
3OMG_R1_9_7.5mM_D14_D18,3OMG,R1,9,7.5mM,D14,D18,14,18,4,23.09.25,40.108,,
3OMG_R1_10_7.5mM_D14_D18,3OMG,R1,10,7.5mM,D14,D18,14,18,4,23.09.25,41.616,,
3OMG_R1_11_7.5mM_D14_D18,3OMG,R1,11,7.5mM,D14,D18,14,18,4,23.09.25,37.936,,
3OMG_R1_12_7.5mM_D14_D18,3OMG,R1,12,7.5mM,D14,D18,14,18,4,23.09.25,NA,,No growth
Water_R1_1_7.5mM_D14_D18,Water,R1,1,7.5mM,D14,D18,14,18,4,23.09.25,38.79,,
Water_R1_2_7.5mM_D14_D18,Water,R1,2,7.5mM,D14,D18,14,18,4,23.09.25,39.984,,
Water_R1_3_7.5mM_D14_D18,Water,R1,3,7.5mM,D14,D18,14,18,4,23.09.25,36.049,,
Water_R1_4_7.5mM_D14_D18,Water,R1,4,7.5mM,D14,D18,14,18,4,23.09.25,33.849,,
Water_R1_5_7.5mM_D14_D18,Water,R1,5,7.5mM,D14,D18,14,18,4,23.09.25,35.926,,
Water_R1_6_7.5mM_D14_D18,Water,R1,6,7.5mM,D14,D18,14,18,4,23.09.25,40.923,,
Water_R1_7_7.5mM_D14_D18,Water,R1,7,7.5mM,D14,D18,14,18,4,23.09.25,41.877,,
Water_R1_8_7.5mM_D14_D18,Water,R1,8,7.5mM,D14,D18,14,18,4,23.09.25,37.357,,
Water_R1_9_7.5mM_D14_D18,Water,R1,9,7.5mM,D14,D18,14,18,4,23.09.25,36.894,,
Water_R1_10_7.5mM_D14_D18,Water,R1,10,7.5mM,D14,D18,14,18,4,23.09.25,33.133,,
Water_R1_11_7.5mM_D14_D18,Water,R1,11,7.5mM,D14,D18,14,18,4,23.09.25,38.129,,
Water_R1_12_7.5mM_D14_D18,Water,R1,12,7.5mM,D14,D18,14,18,4,23.09.25,32.124,,
3OMG_R1_1_7.5mM_D0_D19,3OMG,R0,1,7.5mM,D0,D19,0,19,19,24.09.25,42.47,,
3OMG_R1_2_7.5mM_D0_D19,3OMG,R0,2,7.5mM,D0,D19,0,19,19,24.09.25,3.326,,No growth
3OMG_R1_3_7.5mM_D0_D19,3OMG,R0,3,7.5mM,D0,D19,0,19,19,24.09.25,66.135,,
3OMG_R1_4_7.5mM_D0_D19,3OMG,R0,4,7.5mM,D0,D19,0,19,19,24.09.25,71.721,,
3OMG_R1_5_7.5mM_D0_D19,3OMG,R0,5,7.5mM,D0,D19,0,19,19,24.09.25,67.358,,
3OMG_R1_6_7.5mM_D0_D19,3OMG,R0,6,7.5mM,D0,D19,0,19,19,24.09.25,77.452,,
3OMG_R1_7_7.5mM_D0_D19,3OMG,R0,7,7.5mM,D0,D19,0,19,19,24.09.25,69.684,,
3OMG_R1_8_7.5mM_D0_D19,3OMG,R0,8,7.5mM,D0,D19,0,19,19,24.09.25,59.73,,
3OMG_R1_9_7.5mM_D0_D19,3OMG,R0,9,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
3OMG_R1_10_7.5mM_D0_D19,3OMG,R0,10,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
3OMG_R1_11_7.5mM_D0_D19,3OMG,R0,11,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
3OMG_R1_12_7.5mM_D0_D19,3OMG,R0,12,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
Water_R1_1_7.5mM_D0_D19,Water,R0,1,7.5mM,D0,D19,0,19,19,24.09.25,65.124,,
Water_R1_2_7.5mM_D0_D19,Water,R0,2,7.5mM,D0,D19,0,19,19,24.09.25,73.981,,
Water_R1_3_7.5mM_D0_D19,Water,R0,3,7.5mM,D0,D19,0,19,19,24.09.25,33.536,,
Water_R1_4_7.5mM_D0_D19,Water,R0,4,7.5mM,D0,D19,0,19,19,24.09.25,79.386,,
Water_R1_5_7.5mM_D0_D19,Water,R0,5,7.5mM,D0,D19,0,19,19,24.09.25,54.254,,
Water_R1_6_7.5mM_D0_D19,Water,R0,6,7.5mM,D0,D19,0,19,19,24.09.25,1.48,,No growth
Water_R1_7_7.5mM_D0_D19,Water,R0,7,7.5mM,D0,D19,0,19,19,24.09.25,64.147,,
Water_R1_8_7.5mM_D0_D19,Water,R0,8,7.5mM,D0,D19,0,19,19,24.09.25,2.973,,No growth
Water_R1_9_7.5mM_D0_D19,Water,R0,9,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
Water_R1_10_7.5mM_D0_D19,Water,R0,10,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
Water_R1_11_7.5mM_D0_D19,Water,R0,11,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
Water_R1_12_7.5mM_D0_D19,Water,R0,12,7.5mM,D0,D19,0,19,19,24.09.25,NA,,No growth
3OMG_R1_1_7.5mM_D03_D19,3OMG,R1,1,7.5mM,D03,D19,3,19,16,24.09.25,14.083,,No growth
3OMG_R1_2_7.5mM_D03_D19,3OMG,R1,2,7.5mM,D03,D19,3,19,16,24.09.25,70.738,,
3OMG_R1_3_7.5mM_D03_D19,3OMG,R1,3,7.5mM,D03,D19,3,19,16,24.09.25,70.881,,
3OMG_R1_4_7.5mM_D03_D19,3OMG,R1,4,7.5mM,D03,D19,3,19,16,24.09.25,1.06,,No growth
3OMG_R1_5_7.5mM_D03_D19,3OMG,R1,5,7.5mM,D03,D19,3,19,16,24.09.25,69.576,,
3OMG_R1_6_7.5mM_D03_D19,3OMG,R1,6,7.5mM,D03,D19,3,19,16,24.09.25,85.337,,
3OMG_R1_7_7.5mM_D03_D19,3OMG,R1,7,7.5mM,D03,D19,3,19,16,24.09.25,78.627,,
3OMG_R1_8_7.5mM_D03_D19,3OMG,R1,8,7.5mM,D03,D19,3,19,16,24.09.25,77.455,,
3OMG_R1_9_7.5mM_D03_D19,3OMG,R1,9,7.5mM,D03,D19,3,19,16,24.09.25,82.245,,
3OMG_R1_10_7.5mM_D03_D19,3OMG,R1,10,7.5mM,D03,D19,3,19,16,24.09.25,34.152,,No growth
3OMG_R1_11_7.5mM_D03_D19,3OMG,R1,11,7.5mM,D03,D19,3,19,16,24.09.25,1.951,,No growth
3OMG_R1_12_7.5mM_D03_D19,3OMG,R1,12,7.5mM,D03,D19,3,19,16,24.09.25,68.081,,
Water_R1_1_7.5mM_D03_D19,Water,R1,1,7.5mM,D03,D19,3,19,16,24.09.25,93.49,,
Water_R1_2_7.5mM_D03_D19,Water,R1,2,7.5mM,D03,D19,3,19,16,24.09.25,73.292,,
Water_R1_3_7.5mM_D03_D19,Water,R1,3,7.5mM,D03,D19,3,19,16,24.09.25,1.149,,No growth
Water_R1_4_7.5mM_D03_D19,Water,R1,4,7.5mM,D03,D19,3,19,16,24.09.25,38.072,,
Water_R1_5_7.5mM_D03_D19,Water,R1,5,7.5mM,D03,D19,3,19,16,24.09.25,91.522,,
Water_R1_6_7.5mM_D03_D19,Water,R1,6,7.5mM,D03,D19,3,19,16,24.09.25,1.944,,No growth
Water_R1_7_7.5mM_D03_D19,Water,R1,7,7.5mM,D03,D19,3,19,16,24.09.25,94.849,,
Water_R1_8_7.5mM_D03_D19,Water,R1,8,7.5mM,D03,D19,3,19,16,24.09.25,1.16,,No growth
Water_R1_9_7.5mM_D03_D19,Water,R1,9,7.5mM,D03,D19,3,19,16,24.09.25,93.13,,
Water_R1_10_7.5mM_D03_D19,Water,R1,10,7.5mM,D03,D19,3,19,16,24.09.25,98.748,,
Water_R1_11_7.5mM_D03_D19,Water,R1,11,7.5mM,D03,D19,3,19,16,24.09.25,96.018,,
Water_R1_12_7.5mM_D03_D19,Water,R1,12,7.5mM,D03,D19,3,19,16,24.09.25,NA,On the side,
3OMG_R1_1_7.5mM_D07_D19,3OMG,R1,1,7.5mM,D07,D19,7,19,12,24.09.25,73.015,,
3OMG_R1_2_7.5mM_D07_D19,3OMG,R1,2,7.5mM,D07,D19,7,19,12,24.09.25,70.273,,
3OMG_R1_3_7.5mM_D07_D19,3OMG,R1,3,7.5mM,D07,D19,7,19,12,24.09.25,73.625,,
3OMG_R1_4_7.5mM_D07_D19,3OMG,R1,4,7.5mM,D07,D19,7,19,12,24.09.25,78.838,,
3OMG_R1_5_7.5mM_D07_D19,3OMG,R1,5,7.5mM,D07,D19,7,19,12,24.09.25,59.794,,
3OMG_R1_6_7.5mM_D07_D19,3OMG,R1,6,7.5mM,D07,D19,7,19,12,24.09.25,76.526,,
3OMG_R1_7_7.5mM_D07_D19,3OMG,R1,7,7.5mM,D07,D19,7,19,12,24.09.25,72.066,,
3OMG_R1_8_7.5mM_D07_D19,3OMG,R1,8,7.5mM,D07,D19,7,19,12,24.09.25,71.159,,
3OMG_R1_9_7.5mM_D07_D19,3OMG,R1,9,7.5mM,D07,D19,7,19,12,24.09.25,79.021,,
3OMG_R1_10_7.5mM_D07_D19,3OMG,R1,10,7.5mM,D07,D19,7,19,12,24.09.25,82.681,,
3OMG_R1_11_7.5mM_D07_D19,3OMG,R1,11,7.5mM,D07,D19,7,19,12,24.09.25,59.893,,
3OMG_R1_12_7.5mM_D07_D19,3OMG,R1,12,7.5mM,D07,D19,7,19,12,24.09.25,68.511,,
Water_R1_1_7.5mM_D07_D19,Water,R1,1,7.5mM,D07,D19,7,19,12,24.09.25,92.145,,
Water_R1_2_7.5mM_D07_D19,Water,R1,2,7.5mM,D07,D19,7,19,12,24.09.25,91.491,,
Water_R1_3_7.5mM_D07_D19,Water,R1,3,7.5mM,D07,D19,7,19,12,24.09.25,87.154,,
Water_R1_4_7.5mM_D07_D19,Water,R1,4,7.5mM,D07,D19,7,19,12,24.09.25,90.302,,
Water_R1_5_7.5mM_D07_D19,Water,R1,5,7.5mM,D07,D19,7,19,12,24.09.25,89.191,,
Water_R1_6_7.5mM_D07_D19,Water,R1,6,7.5mM,D07,D19,7,19,12,24.09.25,90.496,,
Water_R1_7_7.5mM_D07_D19,Water,R1,7,7.5mM,D07,D19,7,19,12,24.09.25,80.255,,
Water_R1_8_7.5mM_D07_D19,Water,R1,8,7.5mM,D07,D19,7,19,12,24.09.25,84.733,,
Water_R1_9_7.5mM_D07_D19,Water,R1,9,7.5mM,D07,D19,7,19,12,24.09.25,87.81,,
Water_R1_10_7.5mM_D07_D19,Water,R1,10,7.5mM,D07,D19,7,19,12,24.09.25,85.684,,
Water_R1_11_7.5mM_D07_D19,Water,R1,11,7.5mM,D07,D19,7,19,12,24.09.25,86.61,,
Water_R1_12_7.5mM_D07_D19,Water,R1,12,7.5mM,D07,D19,7,19,12,24.09.25,70.701,,
3OMG_R1_1_7.5mM_D10_D19,3OMG,R1,1,7.5mM,D10,D19,10,19,9,24.09.25,53.165,,
3OMG_R1_2_7.5mM_D10_D19,3OMG,R1,2,7.5mM,D10,D19,10,19,9,24.09.25,56.378,,
3OMG_R1_3_7.5mM_D10_D19,3OMG,R1,3,7.5mM,D10,D19,10,19,9,24.09.25,53.427,,
3OMG_R1_4_7.5mM_D10_D19,3OMG,R1,4,7.5mM,D10,D19,10,19,9,24.09.25,55.272,,
3OMG_R1_5_7.5mM_D10_D19,3OMG,R1,5,7.5mM,D10,D19,10,19,9,24.09.25,53.669,,
3OMG_R1_6_7.5mM_D10_D19,3OMG,R1,6,7.5mM,D10,D19,10,19,9,24.09.25,62.974,,
3OMG_R1_7_7.5mM_D10_D19,3OMG,R1,7,7.5mM,D10,D19,10,19,9,24.09.25,57.304,,
3OMG_R1_8_7.5mM_D10_D19,3OMG,R1,8,7.5mM,D10,D19,10,19,9,24.09.25,51.975,,
3OMG_R1_9_7.5mM_D10_D19,3OMG,R1,9,7.5mM,D10,D19,10,19,9,24.09.25,56.142,,
3OMG_R1_10_7.5mM_D10_D19,3OMG,R1,10,7.5mM,D10,D19,10,19,9,24.09.25,58.825,,
3OMG_R1_11_7.5mM_D10_D19,3OMG,R1,11,7.5mM,D10,D19,10,19,9,24.09.25,59.211,,
3OMG_R1_12_7.5mM_D10_D19,3OMG,R1,12,7.5mM,D10,D19,10,19,9,24.09.25,61.688,,
Water_R1_1_7.5mM_D10_D19,Water,R1,1,7.5mM,D10,D19,10,19,9,24.09.25,71.336,,
Water_R1_2_7.5mM_D10_D19,Water,R1,2,7.5mM,D10,D19,10,19,9,24.09.25,69.326,,
Water_R1_3_7.5mM_D10_D19,Water,R1,3,7.5mM,D10,D19,10,19,9,24.09.25,72.144,,
Water_R1_4_7.5mM_D10_D19,Water,R1,4,7.5mM,D10,D19,10,19,9,24.09.25,67.619,,
Water_R1_5_7.5mM_D10_D19,Water,R1,5,7.5mM,D10,D19,10,19,9,24.09.25,72.57,,
Water_R1_6_7.5mM_D10_D19,Water,R1,6,7.5mM,D10,D19,10,19,9,24.09.25,73.089,,
Water_R1_7_7.5mM_D10_D19,Water,R1,7,7.5mM,D10,D19,10,19,9,24.09.25,66.715,,
Water_R1_8_7.5mM_D10_D19,Water,R1,8,7.5mM,D10,D19,10,19,9,24.09.25,75.249,,
Water_R1_9_7.5mM_D10_D19,Water,R1,9,7.5mM,D10,D19,10,19,9,24.09.25,72.814,,
Water_R1_10_7.5mM_D10_D19,Water,R1,10,7.5mM,D10,D19,10,19,9,24.09.25,68.442,,
Water_R1_11_7.5mM_D10_D19,Water,R1,11,7.5mM,D10,D19,10,19,9,24.09.25,77.219,,
Water_R1_12_7.5mM_D10_D19,Water,R1,12,7.5mM,D10,D19,10,19,9,24.09.25,6.848,,
3OMG_R1_1_7.5mM_D14_D19,3OMG,R1,1,7.5mM,D14,D19,14,19,5,24.09.25,49.853,,
3OMG_R1_2_7.5mM_D14_D19,3OMG,R1,2,7.5mM,D14,D19,14,19,5,24.09.25,48.137,,
3OMG_R1_3_7.5mM_D14_D19,3OMG,R1,3,7.5mM,D14,D19,14,19,5,24.09.25,47.958,,
3OMG_R1_4_7.5mM_D14_D19,3OMG,R1,4,7.5mM,D14,D19,14,19,5,24.09.25,48.377,,
3OMG_R1_5_7.5mM_D14_D19,3OMG,R1,5,7.5mM,D14,D19,14,19,5,24.09.25,50.117,,
3OMG_R1_6_7.5mM_D14_D19,3OMG,R1,6,7.5mM,D14,D19,14,19,5,24.09.25,41.57,,
3OMG_R1_7_7.5mM_D14_D19,3OMG,R1,7,7.5mM,D14,D19,14,19,5,24.09.25,38.191,,
3OMG_R1_8_7.5mM_D14_D19,3OMG,R1,8,7.5mM,D14,D19,14,19,5,24.09.25,48.278,,
3OMG_R1_9_7.5mM_D14_D19,3OMG,R1,9,7.5mM,D14,D19,14,19,5,24.09.25,49.425,,
3OMG_R1_10_7.5mM_D14_D19,3OMG,R1,10,7.5mM,D14,D19,14,19,5,24.09.25,53.293,,
3OMG_R1_11_7.5mM_D14_D19,3OMG,R1,11,7.5mM,D14,D19,14,19,5,24.09.25,48.778,,
