locus_name	CAZYName
gene_8759	expressedprotein
gene_8761	DnaJdomain-containingprotein
gene_8762	methyltransferasedomain-containingprotein
gene_8770	expressedprotein
gene_8774	medium-chainspecificacyl-CoAdehydrogenase
gene_8775	DNArepairproteinendonucleaseSAE2/CtIPC-terminus-domaincontainingprotein
gene_8776	ubiquitincarboxyl-terminalhydrolase
gene_8780	GroES(chaperonin10)-likeprotein
gene_8785	expressedprotein
gene_8787	prohibitin-1
gene_8788	expressedprotein
gene_8789	cytochromeb-c1complexsubunit8
gene_8791	Proteinofunknownfunction(DUF1761)-domaincontainingprotein
gene_8797	N-terminalacetyltransferaseAcomplexcatalyticsubunitard1
gene_8801	hypotheticalprotein
gene_8806	cytochromeb-c1complexsubunit7
gene_8812	Proteinofunknownfunction(DUF2408)-domaincontainingprotein
gene_8814	DNA-bindingprotein
gene_8817	SGNHhydrolase-typeesterasedomain-containingprotein
gene_8822	folylpolyglutamatesynthase
gene_8823	hypotheticalprotein
gene_8825	translin
gene_8835	Alpha/Betahydrolasefold
gene_8848	ketol-acidreductoisomerase
gene_8850	expressedprotein
gene_8852	expressedprotein
gene_8859	amidohydrolase
gene_8862	delta-aminolevulinicaciddehydratase
gene_8865	vacuolarproteinsorting-associatedprotein
gene_8868	DomainfoundinIF2B/IF5-domaincontainingprotein
gene_2892	expressedprotein
gene_8871	expressedprotein
gene_8872	Alpha/Betahydrolasefold
gene_8873	ATPsynthasesubunitD
gene_8875	60SribosomalproteinL14-B
gene_8877	Thioredoxin-likefold
gene_8882	hypotheticalprotein
gene_8883	expressedprotein
gene_8884	CBP4domain-containingprotein
gene_8885	NACdomain-domaincontainingprotein
gene_8886	adenosine-deaminase
gene_8887	RibosomalproteinL24e-domaincontainingprotein
gene_8888	peroxiredoxintype-2
gene_8898	expressedprotein
gene_8899	40SribosomalproteinS4-A
gene_8900	MYBDNA-bindingdomain-containingprotein
gene_8903	hypotheticalprotein
gene_8904	expressedprotein
gene_8915	expressedprotein
gene_8925	60SribosomalproteinL22
gene_8932	coatomersubunitgamma-2
gene_8935	hypotheticalprotein
gene_8940	hypotheticalprotein
gene_8943	phosphopantothenoylcysteinedecarboxylase
gene_8945	gamma-glutamyltranspeptidase
gene_8954	expressedprotein
gene_8955	Beta-lactamase/transpeptidase-likeprotein
gene_8962	transaldolase
gene_8964	expressedprotein
gene_8965	oxysterol-bindingprotein
gene_8968	expressedprotein
gene_8977	expressedprotein
gene_8979	hypotheticalprotein
gene_8981	NUDIXhydrolasedomain-likeprotein
gene_8982	hypotheticalprotein
gene_8983	hypotheticalprotein
gene_8984	ankyrinrepeat-containingprotein
gene_8989	WDrepeatdomain-containingproteinmip1
gene_8994	hypotheticalprotein
gene_8997	cysteinedesulfuraseIscS
gene_8999	hypotheticalprotein
gene_9005	CDC50familyprotein
gene_9007	hypotheticalprotein
gene_9010	expressedprotein
gene_9024	ATP-dependentRNAhelicaseSUB2
gene_9026	expressedprotein
gene_9032	oxidoreductase
gene_9034	expressedprotein
gene_9035	translationinitiationfactoreIF-1A
gene_9038	DNArepairprotein
gene_9041	hypotheticalprotein
gene_9046	hydantoinaseB/oxoprolinase
gene_9049	hypotheticalprotein
gene_9053	expressedprotein
gene_9054	vacuolar-sortingproteinsnf7
gene_9055	CSTcomplexsubunitTen1
gene_9059	PXAdomain-domaincontainingprotein
gene_9061	phosphatidylinositol3
gene_9063	expressedprotein
gene_9064	hypotheticalprotein
gene_9093	expressedprotein
gene_9095	hypotheticalprotein
gene_9098	CytochromecoxidaseassemblyproteinPET191-domaincontainingprotein
gene_9099	Alpha/Betahydrolasefold
gene_9101	hypotheticalprotein
gene_9102	Myosintail-domaincontainingprotein
gene_9104	hypotheticalprotein
gene_9107	expressedprotein
gene_9109	mediatorofRNApolymeraseIItranscriptionsubunit31
gene_9110	transcriptionfactorS-II
gene_9117	hypotheticalprotein
gene_9120	hypotheticalprotein
gene_9125	expressedprotein
gene_9141	expressedprotein
gene_9151	RmlC-likecupindomain-containingprotein
gene_9159	N-terminalC2inEEIG1andEHBP1proteins-domaincontainingprotein
gene_9176	SRP54-typeprotein
gene_9178	hypotheticalprotein
gene_9180	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein
gene_9196	TryptophanRNA-bindingattenuatorprotein-likedomain-containingprotein
gene_9206	U1zincfinger-domaincontainingprotein
gene_9208	kinetochoreproteinmis13
gene_2909	expressedprotein
gene_9214	expressedprotein
gene_9216	Proteinkinase-likedomain-containingprotein
gene_9222	multiproteinbridgingfactor1
gene_9225	rRNAmethyltransferase
gene_9226	chromodomain-containingprotein
gene_9230	spindlepolebodycomponentalp6
gene_9235	Flavinatorofsuccinatedehydrogenase-domaincontainingprotein
gene_9238	BRCA1Cterminusdomain-containingprotein
gene_9245	expressedprotein
gene_9247	dienelactonehydrolasefamilyprotein
gene_9250	NADH-ubiquinoneoxidoreductase24kDasubunit
gene_9256	progesteronebindingprotein
gene_9265	vacuolarATPsynthasesubunitE
gene_9269	succinate-semialdehydedehydrogenase
gene_9283	pre-rRNA-processingproteinIPI1
gene_9286	riboflavintransporterMCH5
gene_9292	Pyridoxamine5'-phosphateoxidase-domaincontainingprotein
gene_9301	ATP12protein
gene_9305	expressedprotein
gene_9319	Proteinofunknownfunction(DUF1279)-domaincontainingprotein
gene_9323	hypotheticalprotein
gene_9332	hypotheticalprotein
gene_9333	expressedprotein
gene_9336	hypotheticalprotein
gene_9338	hypotheticalprotein
gene_9350	hypotheticalprotein
gene_9353	PDCD5-relatedprotein
gene_9355	surfeitlocusprotein
gene_9356	hypotheticalprotein
gene_9357	hypotheticalprotein
gene_9358	hypotheticalprotein
gene_9360	KetopantoatereductasePanE/ApbACterminal-domaincontainingprotein
gene_9379	pre-mRNA-splicingfactorSLU7
gene_9380	hypotheticalprotein
gene_9381	60SribosomalproteinL21-B
gene_9388	Endonuclease/exonuclease/phosphatase
gene_9389	cytochromecoxidasepolypeptideVIa
gene_9391	complexIintermediate-associatedprotein
gene_9396	N-glycosylationprotein-domaincontainingprotein
gene_9408	hypotheticalprotein
gene_9425	expressedprotein
gene_9427	hypotheticalprotein
gene_9428	ARP2/3complex20kDasubunit
gene_9442	UBXdomain-containingprotein
gene_9447	PXdomain-containingprotein
gene_9448	pre-mRNA-splicingfactorsap114
gene_9454	expressedprotein
gene_9463	expressedprotein
gene_9468	Eukaryoticmitochondrialregulatorprotein-domaincontainingprotein
gene_9472	expressedprotein
gene_9476	hypotheticalprotein
gene_9478	replicationforkprotectioncomponentSwi3
gene_9479	transcriptionalactivatorhac1
gene_9480	Domainofunknownfunction(DUF427)-domaincontainingprotein
gene_9482	hypotheticalprotein
gene_9487	hypotheticalprotein
gene_9488	zuotin
gene_9493	F-boxdomain-containingprotein
gene_9500	rhamnolipidsbiosynthesis3-oxoacyl-reductase
gene_9503	hypotheticalprotein
gene_9507	expressedprotein
gene_9511	hypotheticalprotein
gene_9515	expressedprotein
gene_9519	transcriptionfactorSPT8
gene_9523	hypotheticalprotein
gene_9525	ubiquitinhomeostasisproteinlub1
gene_9527	expressedprotein
gene_9538	expressedprotein
gene_9543	expressedprotein
gene_9546	Cupredoxin
gene_9555	RibosomalproteinL23/L15ecoredomain-containingprotein
gene_9559	expressedprotein
gene_9560	Actinfamily
gene_9566	glutathioneS-transferase
gene_9568	PRELI-likefamilyprotein
gene_9573	expressedprotein
gene_9578	proteasomecomponentPUP3
gene_9580	RibosomalproteinL36e
gene_9585	expressedprotein
gene_9599	mRNAexportfactormex67
gene_9605	TranscriptionfactorPcc1-domaincontainingprotein
gene_9619	histidineacidphosphatase
gene_9626	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_9640	Glycosidehydrolasesuperfamily
gene_9641	expressedprotein
gene_9643	celldivisioncontrolprotein
gene_9649	ThiJ/PfpIfamilyprotein
gene_9653	willdieslowly
gene_9670	hypotheticalprotein
gene_9672	U3smallnucleolarRNA-associatedprotein
gene_9674	hypotheticalprotein
gene_9675	expressedprotein
gene_9677	expressedprotein
gene_9685	Generalsubstratetransporter
gene_9689	expressedprotein
gene_9699	Majorfacilitatorsuperfamilydomain-containingprotein
gene_9702	hypotheticalprotein
gene_9705	hypotheticalprotein
gene_9708	DNArepairproteinRad7
gene_9711	hypotheticalprotein
gene_9713	hypotheticalprotein
gene_9732	expressedprotein
gene_9742	hydroxyisouratehydrolase
gene_9744	expressedprotein
gene_9750	glutamatecarboxypeptidase
gene_9751	yippeefamilyprotein
gene_9758	expressedprotein
gene_9759	hypotheticalprotein
gene_9771	expressedprotein
gene_9780	hypotheticalprotein
gene_9782	expressedprotein
gene_9792	hypotheticalprotein
gene_9795	expressedprotein
gene_9796	translationelongationfactorEF-1
gene_9797	expressedprotein
gene_9806	expressedprotein
gene_9807	Uncharacterizedalpha/betahydrolasedomain(DUF2235)-domaincontainingprotein
gene_9815	Opticatrophy3-likeprotein
gene_9818	expressedprotein
gene_9819	chitinsynthase
gene_9823	Domainofunknownfunction(DUF3425)-domaincontainingprotein
gene_9832	hypotheticalprotein
gene_9833	expressedprotein
gene_9837	Ubiquitin-conjugatingenzymeE2-bindingprotein
gene_9843	sterolesterase
gene_9849	expressedprotein
gene_9856	Rad17cellcyclecheckpointprotein
gene_9857	Proteinofunknownfunction(DUF4243)-domaincontainingprotein
gene_9864	hypotheticalprotein
gene_9869	U2snRNPauxilliaryfactor
gene_9870	40SribosomalproteinS13
gene_9871	expressedprotein
gene_9879	kelchdomain-containingprotein
gene_9881	hypotheticalprotein
gene_9883	expressedprotein
gene_9884	vacuolarfusionproteinMON1
gene_9888	DADfamilyprotein
gene_9889	transmembraneprotein14C
gene_9890	hypotheticalprotein
gene_9893	RNApolymeraseI-specifictranscriptioninitiationfactorrrn3
gene_9897	histonedeacetylasephd1
gene_9910	Pyridoxalphosphate-dependenttransferase
gene_9918	transcriptioninitiationfactoriif
gene_9921	expressedprotein
gene_9925	hypotheticalprotein
gene_9926	Rasfamily-domaincontainingprotein
gene_9928	expressedprotein
gene_9929	dynamin-A
gene_9931	Ubiquitin-relateddomain-containingprotein
gene_9934	hypotheticalprotein
gene_9943	prolyl-tRNAsynthetase
gene_9948	expressedprotein
gene_9950	hypotheticalprotein
gene_9959	ComplexIintermediate-associatedprotein30(CIA30)-domaincontainingprotein
gene_9963	expressedprotein
gene_9974	guanine-N(7)--methyltransferase
gene_9981	expressedprotein
gene_9985	24-dehydrocholesterolreductase
gene_10004	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10005	hypotheticalprotein
gene_10007	putativebetachainprotein
gene_10013	Hsp90co-chaperoneAHA1
gene_10015	TRF2-interactingtelomericprotein/Rap1-Cterminaldomain-domaincontainingprotein
gene_10033	expressedprotein
gene_10035	hypotheticalprotein
gene_10036	Majorfacilitatorsuperfamilydomain-containingprotein
gene_10044	expressedprotein
gene_10045	expressedprotein
gene_10047	MaoClikedomain-containingprotein
gene_10050	hypotheticalprotein
gene_10051	pyridoxalreductase
gene_10052	WDdomain-containingprotein
gene_10054	oligosaccharyltransferaseSTT3subunit
gene_10060	expressedprotein
gene_10061	expressedprotein
gene_10064	hypotheticalprotein
gene_10065	golgiapparatusmembraneproteinTVP23
gene_10073	RNA-dependentRNApolymerase
gene_10074	expressedprotein
gene_10075	expressedprotein
gene_10077	hypotheticalprotein
gene_10078	acylphosphatase
gene_10079	expressedprotein
gene_10082	expressedprotein
gene_10089	expressedprotein
gene_10094	expressedprotein
gene_10103	expressedprotein
gene_10110	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10135	hypotheticalprotein
gene_10138	hypotheticalprotein
gene_10140	CFEMdomain-containingprotein
gene_10148	hypotheticalprotein
gene_10149	methioninegamma-lyase
gene_10150	nodulationproteinnodB
gene_10153	expressedprotein
gene_10169	expressedprotein
gene_10183	expressedprotein
gene_10191	Ankyrinrepeat-containingdomainprotein
gene_10192	hypotheticalprotein
gene_10201	glutaredoxin
gene_10203	expressedprotein
gene_10208	Cys/MetmetabolismPLP-dependentenzyme
gene_10210	40SribosomalproteinS15
gene_10211	NADH:ubiquinoneoxidoreductase17.8kDsubunit
gene_10213	translationinitiationfactorSUI1
gene_10214	expressedprotein
gene_10224	hypotheticalprotein
gene_10226	hypotheticalprotein
gene_10227	S-adenosyl-L-methionine-dependentmethyltransferase
gene_10232	RNAexonuclease
gene_10236	hypotheticalprotein
gene_10238	expressedprotein
gene_10240	expressedprotein
gene_10254	NAD-dependent15-hydroxyprostaglandindehydrogenase
gene_10255	expressedprotein
gene_10264	cholinetransportprotein
gene_10280	hypotheticalprotein
gene_10282	expressedprotein
gene_10285	transcriptionfactorFET5
gene_10295	hypotheticalprotein
gene_257	hypotheticalprotein
gene_10298	ribosomebiogenesisproteinnsa-2
gene_10307	hypotheticalprotein
gene_10320	expressedprotein
gene_10339	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein
gene_10345	Domainofunknownfunction(DUF3425)-domaincontainingprotein
gene_10351	cytochromeP450phenylacetate2-hydroxylase
gene_10352	homogentisate1%2C2-dioxygenase-domaincontainingprotein
gene_10353	expressedprotein
gene_10354	hypotheticalprotein
gene_10356	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10362	expressedprotein
gene_10365	hypotheticalprotein
gene_10376	AN1-typezincfingerprotein
gene_10382	SAC3/GANPdomain-containingprotein
gene_10385	hypotheticalprotein
gene_10388	EndoribonucleaseL-PSP/chorismatemutase-likeprotein
gene_10417	carboxylesterase
gene_10421	hypotheticalprotein
gene_10434	hypotheticalprotein
gene_10439	cytosolicphospholipaseA2zeta
gene_10440	54SribosomalproteinL3
gene_10441	expressedprotein
gene_10450	tannaseandferuloylesterase
gene_10453	Majorfacilitatorsuperfamilydomain-containingprotein
gene_10455	Fructosaminekinase-domaincontainingprotein
gene_10459	HAUSaugmin-likecomplexsubunit6N-terminus-domaincontainingprotein
gene_10463	Voltage-dependentanionchannel
gene_10469	hypotheticalprotein
gene_10484	PeptidaseS8/S53domain-containingprotein
gene_10490	putativeC6transcriptionfactor
gene_10496	expressedprotein
gene_10499	magnesium-dependentphosphatase
gene_10507	Amidohydrolase3
gene_10509	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10523	hypotheticalprotein
gene_10525	expressedprotein
gene_10528	expressedprotein
gene_10529	majorfacilitatorsuperfamilytransporter
gene_10531	hypotheticalprotein
gene_10539	2%2C3-dihydroxy-2%2C3-dihydro-p-cumatedehydrogenase
gene_10545	hypotheticalprotein
gene_10547	ClassIglutamineamidotransferase-likeprotein
gene_10548	expressedprotein
gene_10557	carboxypeptidaseS1
gene_10560	Cutinase
gene_10565	ACTdomain-domaincontainingprotein
gene_10578	AMFRprotein
gene_10579	NOT2/NOT3/NOT5family-domaincontainingprotein
gene_10580	COBWdomain-containingprotein
gene_10585	MOSCdomain-containingprotein
gene_10591	expressedprotein
gene_10599	expressedprotein
gene_10604	celldivisioncontrolprotein
gene_10608	5-amino-6-uracilreductase
gene_10614	hypotheticalprotein
gene_10618	guaninedeaminase
gene_10628	expressedprotein
gene_10629	putativeMFShexosetransporter
gene_10639	Galactosemutarotase-likedomain-containingprotein
gene_10640	lactosepermease
gene_10643	expressedprotein
gene_10644	family33glycosyltransferase
gene_10645	expressedprotein
gene_10646	interferon-inducedGTP-bindingproteinMx1
gene_10648	GMPsynthase
gene_10657	Generalsubstratetransporter
gene_10660	Ca2+regulatorandmembranefusionproteinFig1-domaincontainingprotein
gene_10663	expressedprotein
gene_10672	GMFfamilyprotein
gene_10683	hypotheticalprotein
gene_10691	expressedprotein
gene_10694	expressedprotein
gene_258	hypotheticalprotein
gene_10729	hypotheticalprotein
gene_10733	expressedprotein
gene_10734	DEAD/DEAHboxhelicase
gene_10735	expressedprotein
gene_10736	hypotheticalprotein
gene_10741	mitochondrialmembranefissionprotein
gene_10743	expressedprotein
gene_10755	Majorfacilitatorsuperfamilydomain-containingprotein
gene_10758	hypotheticalprotein
gene_10759	hypotheticalprotein
gene_10760	ConcanavalinA-likelectin/glucanasedomain-containingprotein
gene_10761	MIPtransporter
gene_10765	expressedprotein
gene_10766	hypotheticalprotein
gene_10773	hypotheticalprotein
gene_10774	polysaccharidedeacetylasefamilyprotein
gene_10785	hypotheticalprotein
gene_10786	HIT-likedomain-containingprotein
gene_10790	expressedprotein
gene_10793	Gar1/Naf1RNAbindingregion-domaincontainingprotein
gene_10797	hypotheticalprotein
gene_10806	GU4nucleic-bindingprotein
gene_10813	Histone-fold-containingprotein
gene_10814	survivalfactor1
gene_10815	50SribosomalproteinL11
gene_10830	hypotheticalprotein
gene_10839	3-oxoacyl-reductase
gene_10842	Histone-fold-containingprotein
gene_10843	Leucine-richrepeat-domaincontainingprotein
gene_10853	expressedprotein
gene_10854	expressedprotein
gene_10855	expressedprotein
gene_10857	CytochromeP450
gene_10866	hypotheticalprotein
gene_10877	hypotheticalprotein
gene_10883	expressedprotein
gene_10885	hypotheticalprotein
gene_10886	alpha/betahydrolasefoldfamilyprotein
gene_10894	hypotheticalprotein
gene_10897	expressedprotein
gene_10909	methyltransferase
gene_10910	MSFmembranetransporter
gene_10911	hsp70-likeprotein
gene_10914	long-chain-fatty-acid-CoAligase
gene_10916	expressedprotein
gene_10918	mitochondrialinheritancecomponentmdm12
gene_10922	abhydrolasedomain-containingprotein
gene_10925	expressedprotein
gene_10926	Spo7-likeprotein-domaincontainingprotein
gene_10930	glucaratedehydratase
gene_10934	ribokinase
gene_10935	expressedprotein
gene_10936	Ubiquitin-conjugatingenzyme/RWD-likeprotein
gene_10946	Generalsubstratetransporter
gene_10956	RNApolymeraseRpb5domain-containingprotein
gene_10970	Hamartinprotein-domaincontainingprotein
gene_10971	ClassIglutamineamidotransferase-likeprotein
gene_10974	mitochondrialcarrierproteinLEU5
gene_10978	arrestin
gene_10979	expressedprotein
gene_10988	expressedprotein
gene_10991	pyrimidineprecursorbiosynthesisenzymeTHI11
gene_11000	expressedprotein
gene_11001	palmitoylproteinthioesterase
gene_11003	hypotheticalprotein
gene_11009	MuniscinC-terminalmuhomologydomain-domaincontainingprotein
gene_11011	pre-rRNA-processingproteinESF1
gene_11023	TubbyC-terminal-likedomain-containingprotein
gene_11024	NADP-dependentoxidoreductasedomain-containingprotein
gene_11030	hypotheticalprotein
gene_11037	expressedprotein
gene_11038	Beta-lactamase-likeprotein
gene_11046	expressedprotein
gene_11049	hypotheticalprotein
gene_11050	expressedprotein
gene_11052	proteinGCY
gene_11063	hypotheticalprotein
gene_11064	RibosomalproteinL36-domaincontainingprotein
gene_11065	threoninedehydratase
gene_11066	mitochondrialhypoxiaresponsivedomain-containingprotein
gene_11068	expressedprotein
gene_11078	putativeSAMdependentmethyltransferase
gene_11079	expressedprotein
gene_11088	elongationfactorG1
gene_11091	mitochondrial37SribosomalproteinS8
gene_11099	expressedprotein
gene_11104	expressedprotein
gene_11113	majorfacilitatorsuperfamilytransporter
gene_11125	expressedprotein
gene_11128	hypotheticalprotein
gene_11129	NGP1NTdomain-containingprotein
gene_11131	hypotheticalprotein
gene_11134	hypotheticalprotein
gene_11139	Longin-likedomain-containingprotein
gene_11140	expressedprotein
gene_11147	DNAmismatchrepairproteinmsh6
gene_11151	hypotheticalprotein
gene_11154	expressedprotein
gene_11158	DUF757domain-containingprotein
gene_11167	hypotheticalprotein
gene_11183	PeptidaseM50B-like-domaincontainingprotein
gene_11185	protohemeIXfarnesyltransferase
gene_11186	expressedprotein
gene_11192	WDrepeat-containingprotein
gene_11198	expressedprotein
gene_11201	riboflavintransporterMCH5
gene_11220	expressedprotein
gene_11223	coppertransportproteinctr4
gene_11225	hypotheticalprotein
gene_11226	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_11231	expressedprotein
gene_11232	hypotheticalprotein
gene_11233	cytochromecoxidasesubunitCOX9
gene_11234	mitochondriallargeribosomalsubunit
gene_11242	WDrepeat-containingprotein5B
gene_11243	OST3/OST6familyprotein
gene_11244	hypotheticalprotein
gene_11247	hypotheticalprotein
gene_11248	Calponinhomologydomain-containingprotein
gene_11251	hypotheticalprotein
gene_11252	DNA-directedRNApolymeraseIIIsubunitRPC1
gene_11253	homocitratesynthase
gene_11254	hypotheticalprotein
gene_11257	Mitochondrialcarrierdomain-containingprotein
gene_11263	yippee
gene_11267	forkheaddomain-containingprotein
gene_11270	expressedprotein
gene_11272	tafazzin
gene_11275	hypotheticalprotein
gene_11282	Lungseventransmembranereceptor-domaincontainingprotein
gene_11286	mRNA-decappingenzyme
gene_11289	Signalrecognitionparticle9kDaprotein(SRP9)-domaincontainingprotein
gene_11292	hypotheticalprotein
gene_11296	pentatricopeptiderepeatprotein
gene_11300	leucyl-tRNAsynthetase
gene_11304	guanylatekinase
gene_11307	hypotheticalprotein
gene_11308	MAK11protein
gene_11314	hypotheticalprotein
gene_11323	hypotheticalprotein
gene_11341	D123-domaincontainingprotein
gene_11344	calponin
gene_11347	putativexylanase3
gene_11377	hypotheticalprotein
gene_11378	BRE1E3ubiquitinligase
gene_11387	integralmembraneprotein
gene_11391	hypotheticalprotein
gene_11397	expressedprotein
gene_11400	glutathioneS-transferaseI
gene_11406	COP9signalosomecomplexsubunit1
gene_11409	hypotheticalprotein
gene_11415	expressedprotein
gene_11425	expressedprotein
gene_11426	Pectatelyasesuperfamilyprotein-domaincontainingprotein
gene_11431	YL1nuclearprotein-domaincontainingprotein
gene_11432	Alpha/Betahydrolasefold
gene_11433	Proteinkinase-likedomain-containingprotein
gene_11434	Proteinkinase-likedomain-containingprotein
gene_11440	proteasomeA-typeandB-type
gene_11441	CHYzincfinger-domaincontainingprotein
gene_11442	DNArepairhelicaserad25
gene_11451	hypotheticalprotein
gene_11452	cysteinesynthase
gene_11460	expressedprotein
gene_11464	Glycosylhydrolasefamily3C-terminaldomain-domaincontainingprotein
gene_11476	RibosomalproteinS8
gene_11489	expressedprotein
gene_11494	saccharopinedehydrogenase
gene_11495	ribosomalL37aefamilyprotein
gene_2917	Histidinephosphatasesuperfamily
gene_11498	NUDIXdomain-containingprotein
gene_11504	proline-specificpermease
gene_11505	dihydroorotase
gene_11508	peroxin8
gene_11512	diacylglycerolO-acyltransferase
gene_11514	DNA/RNAnon-specificendonuclease
gene_11525	S-formylglutathionehydrolase
gene_11535	hypotheticalprotein
gene_11536	Domainofunknownfunction(DUF3425)-domaincontainingprotein
gene_11546	hypotheticalprotein
gene_11568	expressedprotein
gene_11572	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_11573	expressedprotein
gene_11578	hypotheticalprotein
gene_11579	hypotheticalprotein
gene_11581	hypotheticalprotein
gene_11582	expressedprotein
gene_11589	nucleolarcomplex-associatedprotein
gene_11590	60SribosomesubunitbiogenesisproteinNIP7
gene_11598	hypotheticalprotein
gene_11599	ATP-dependentRNAhelicasemrh-4
gene_11600	hypotheticalprotein
gene_11617	expressedprotein
gene_11619	WDrepeat-containingprotein
gene_11620	WDrepeatdomain-containingprotein
gene_11626	hypotheticalprotein
gene_11657	expressedprotein
gene_11660	Glucosamine-6-phosphateisomerases/6-phosphogluconolactonase-domaincontainingprotein
gene_11667	expressedprotein
gene_11668	expressedprotein
gene_11702	expressedprotein
gene_11707	RecF/RecN/SMCNterminaldomain-containingprotein
gene_11709	hypotheticalprotein
gene_11717	hypotheticalprotein
gene_11718	expressedprotein
gene_11720	expressedprotein
gene_11722	hypotheticalprotein
gene_11723	WDrepeatdomain-containingprotein
gene_11726	Thioredoxin-likefold
gene_11727	shortchaindehydrogenase
gene_11733	carbonicanhydrase
gene_11736	PLC-likephosphodiesterase%2CTIMbeta/alpha-barrel-containingproteindomain-containingprotein
gene_11747	expressedprotein
gene_11760	hypotheticalprotein
gene_11782	hypotheticalprotein
gene_11787	oxidoreductase
gene_11790	hypotheticalprotein
gene_11794	Mss4-likeprotein
gene_11804	hypotheticalprotein
gene_11809	hypotheticalprotein
gene_11822	Mitochondrialcarrierdomain-containingprotein
gene_11824	expressedprotein
gene_11836	expressedprotein
gene_11838	baseexcisionDNArepairprotein
gene_11839	hypotheticalprotein
gene_11847	expressedprotein
gene_11848	histidineacidphosphatase
gene_11850	expressedprotein
gene_11855	expressedprotein
gene_11859	Methyltransferasedomain-domaincontainingprotein
gene_11861	queuinetRNA-ribosyltransferase
gene_11862	MitochondrialribosomalproteinMRP51
gene_11874	hypotheticalprotein
gene_11879	adaptinear-bindingcoat-associatedprotein
gene_11883	ferrochelatase
gene_11889	Majorfacilitatorsuperfamilydomain-containingprotein
gene_2918	Proteinofunknownfunction(DUF3295)-domaincontainingprotein
gene_11899	hypotheticalprotein
gene_11900	expressedprotein
gene_11901	expressedprotein
gene_11902	DNAmismatchrepairproteinMutL
gene_11907	ATP-dependentproteaseLa2
gene_11908	Domainofunknownfunction(DUF202)-domaincontainingprotein
gene_11915	ATPsynthasesubunitD
gene_11916	U1smallnuclearribonucleoproteinA
gene_11919	Sec7domain-containingprotein
gene_11920	Anp1-domaincontainingprotein
gene_11923	hypotheticalprotein
gene_11924	tRNAintronendonuclease
gene_11930	Rpp14/Pop5familyprotein
gene_11932	lysophospholipaseNTE1
gene_11957	hypotheticalprotein
gene_11963	3-oxoacyl-synthase
gene_11979	NADH-ubiquinoneoxidoreductaseB12subunitfamily-domaincontainingprotein
gene_11986	metalresistanceproteinYCF1
gene_11993	phenylalanyl-tRNAsynthetase
gene_11994	putative40SribosomalproteinS3
gene_11997	coatomersubunitdelta
gene_12003	Tautomerase/MIFsuperfamily
gene_12008	CTDkinasesubunitgamma
gene_12010	zinctransporterSLC39A9
gene_12018	Neurochondrin-domaincontainingprotein
gene_12021	expressedprotein
gene_12023	Cyanamidehydratase
gene_12024	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_12025	expressedprotein
gene_12026	Phenylalanyl-tRNAsynthetase
gene_12027	expressedprotein
gene_12044	hypotheticalprotein
gene_12070	hypotheticalprotein
gene_12072	nucleolarprotein
gene_12074	GPIethanolaminephosphatetransferase
gene_12075	Proteinofunknownfunction(DUF2423)-domaincontainingprotein
gene_12079	Fungalproteinofunknownfunction(DUF2015)-domaincontainingprotein
gene_12092	Microsomalsignalpeptidase12kDasubunit(SPC12)-domaincontainingprotein
gene_12093	RING-boxprotein
gene_12096	expressedprotein
gene_12098	CDP-alcoholphosphatidyltransferase-domaincontainingprotein
gene_12102	phosphoribosylamine-glycineligase
gene_12108	nucleartranscriptionfactorYsubunitC-4
gene_12109	Fcf2pre-rRNAprocessing-domaincontainingprotein
gene_12115	histoneH3-likecentromericproteincse-4
gene_12121	Sad1/UNC-likeC-terminal-domaincontainingprotein
gene_12122	3-isopropylmalatedehydrogenase
gene_12126	celldivisioncontrolprotein
gene_12127	Putativeadipose-regulatoryprotein(Seipin)-domaincontainingprotein
gene_12128	hypotheticalprotein
gene_12130	60SribosomalproteinL8
gene_12135	nucleoporinnup189
gene_12139	KetopantoatereductasePanE/ApbA-domaincontainingprotein
gene_12140	uroporphyrinogen-IIIsynthase
gene_12141	hypotheticalprotein
gene_12144	hypotheticalprotein
gene_12148	acetyltransferase
gene_12156	hypotheticalprotein
gene_2924	expressedprotein
gene_12169	hypotheticalprotein
gene_12172	DUF367domain-containingprotein
gene_12178	hypotheticalprotein
gene_12183	alpha-N-arabinofuranosidase
gene_12192	hypotheticalprotein
gene_12195	Proteinofunknownfunction(DUF2370)-domaincontainingprotein
gene_12196	hypotheticalprotein
gene_12198	NADH-ubiquinoneoxidoreductase23kDasubunit
gene_12201	HpcH/HpaIaldolase/citratelyasefamilyprotein
gene_12208	expressedprotein
gene_12212	expressedprotein
gene_12213	hypotheticalprotein
gene_12216	oxidoreductase
gene_12219	hypotheticalprotein
gene_12222	Pyridoxalphosphate-dependenttransferase
gene_12229	Mss4-likeprotein
