locus_name	description	CAZYName
gene_2960	expressedprotein	NA
gene_8130	Alkaline-phosphatase-like%2Ccoredomain-containingprotein	GH3
gene_8132	hypotheticalprotein	NA
gene_8133	hypotheticalprotein	NA
gene_8183	hypotheticalprotein	NA
gene_8229	FADbindingdomain-containingprotein	AA7
gene_8265	Ankyrinrepeat-containingdomainprotein	NA
gene_8282	expressedprotein	NA
gene_8283	hypotheticalprotein	NA
gene_8303	hypotheticalprotein	NA
gene_8312	hypotheticalprotein	NA
gene_8315	hypotheticalprotein	NA
gene_8320	hypotheticalprotein	NA
gene_8324	hypotheticalprotein	NA
gene_8327	hypotheticalprotein	GH18
gene_8329	hypotheticalprotein	NA
gene_8350	hypotheticalprotein	NA
gene_8351	hypotheticalprotein	NA
gene_8364	hypotheticalprotein	NA
gene_8366	hypotheticalprotein	NA
gene_8386	hypotheticalprotein	NA
gene_8387	hypotheticalprotein	NA
gene_8390	hypotheticalprotein	NA
gene_8392	hypotheticalprotein	NA
gene_8396	hypotheticalprotein	NA
gene_8397	hypotheticalprotein	NA
gene_8401	hypotheticalprotein	NA
gene_8404	expressedprotein	NA
gene_8405	hypotheticalprotein	NA
gene_8407	hypotheticalprotein	NA
gene_8411	hypotheticalprotein	NA
gene_8418	hypotheticalprotein	NA
gene_8425	hypotheticalprotein	GH20
gene_8429	hypotheticalprotein	NA
gene_8433	hypotheticalprotein	NA
gene_8437	hypotheticalprotein	NA
gene_8448	hypotheticalprotein	NA
gene_8449	hypotheticalprotein	NA
gene_8469	MFSphospholipidtransporterGit1	NA
gene_8477	hypotheticalprotein	NA
gene_8513	d-3-phosphoglyceratedehydrogenase	NA
gene_8528	hypotheticalprotein	NA
gene_8555	expressedprotein	NA
gene_8565	glycerophosphoryldiesterphosphodiesterasefamilyprotein	NA
gene_8584	expressedprotein	NA
gene_8611	hypotheticalprotein	NA
gene_8631	CytochromeP450	NA
gene_8639	hypotheticalprotein	NA
gene_8651	expressedprotein	NA
gene_8674	hypotheticalprotein	NA
gene_8717	hypotheticalprotein	NA
gene_8738	hypotheticalprotein	NA
gene_8739	hypotheticalprotein	NA
gene_8754	expressedprotein	NA
gene_8766	hypotheticalprotein	NA
gene_8767	glycosyltransferasefamilyprotein	GT8
gene_8804	DNA-3-methyladenineglycosylase	NA
gene_8826	F-boxdomain-containingprotein	NA
gene_8837	hypotheticalprotein	NA
gene_8860	hypotheticalprotein	NA
gene_8876	hypotheticalprotein	NA
gene_8907	bZIPtranscriptionfactor	NA
gene_8969	expressedprotein	NA
gene_9030	helicasesen1	NA
gene_9044	hypotheticalprotein	NA
gene_9050	hypotheticalprotein	NA
gene_9089	expressedprotein	NA
gene_9112	thaumatinfamilyprotein	GH152
gene_9115	Haloaciddehalogenase-likehydrolase	NA
gene_9121	transcriptionalactivator	NA
gene_9156	hypotheticalprotein	NA
gene_9170	hypotheticalprotein	NA
gene_9173	cyclin	NA
gene_9186	hypotheticalprotein	NA
gene_9200	GTP-bindingproteinEsdC	NA
gene_9205	hypotheticalprotein	NA
gene_9263	tetraspanin	GH13_1
gene_9285	DNA/pantothenatemetabolismflavoprotein	NA
gene_9287	hypotheticalprotein	NA
gene_9297	hypotheticalprotein	NA
gene_9306	hypotheticalprotein	NA
gene_9310	HAD-likedomain-containingprotein	NA
gene_9325	hypotheticalprotein	NA
gene_9346	hypotheticalprotein	NA
gene_9347	expressedprotein	NA
gene_9368	hypotheticalprotein	NA
gene_9376	expressedprotein	NA
gene_9405	vacuolarmembranePQlooprepeatprotein	NA
gene_9407	PHdomain-containingprotein	NA
gene_9412	hypotheticalprotein	NA
gene_9417	hypotheticalprotein	NA
gene_9440	F-boxdomain-containingprotein	NA
gene_9455	acetyltransferase	NA
gene_9457	hypotheticalprotein	NA
gene_9458	hypotheticalprotein	NA
gene_9474	hypotheticalprotein	NA
gene_2968	hypotheticalprotein	NA
gene_9490	Proteinofunknownfunction(DUF1691)-domaincontainingprotein	NA
gene_9506	helix-loop-helixDNA-bindingdomain-containingprotein	NA
gene_9520	F-boxdomain-containingprotein	NA
gene_9537	aminoacidtransporter	NA
gene_9553	expressedprotein	NA
gene_9591	endoribonucleaseL-PSP	GH13_39
gene_9596	expressedprotein	NA
gene_9632	methyltransferaseCmcJ	NA
gene_9642	sulfatepermease	NA
gene_9678	hypotheticalprotein	NA
gene_9687	hypotheticalprotein	NA
gene_9688	hypotheticalprotein	NA
gene_9700	integralmembraneprotein	NA
gene_9745	SUR7/PalIfamily-domaincontainingprotein	NA
gene_9753	ornithinedecarboxylaseantizyme	NA
gene_9775	hypotheticalprotein	NA
gene_9801	hypotheticalprotein	NA
gene_9813	PRO41protein	NA
gene_9822	beta-glucosidase	GH17
gene_9838	expressedprotein	NA
gene_9839	hypotheticalprotein	NA
gene_9862	hypotheticalprotein	NA
gene_9868	expressedprotein	NA
gene_9894	beta-glucosidase	GH132
gene_9986	hypotheticalprotein	NA
gene_10030	hypotheticalprotein	NA
gene_10046	Domainofunknownfunction(DUF1996)-domaincontainingprotein	NA
gene_10091	Histidinephosphatasesuperfamily	NA
gene_10101	hypotheticalprotein	NA
gene_10102	hypotheticalprotein	NA
gene_10119	endonuclease/exonuclease/phosphatasefamilyprotein	NA
gene_10122	Proteinofunknownfunction(DUF3176)-domaincontainingprotein	NA
gene_10158	hypotheticalprotein	NA
gene_10160	hypotheticalprotein	NA
gene_10173	3-betahydroxysteroiddehydrogenase/isomerase	NA
gene_10179	expressedprotein	NA
gene_10180	hypotheticalprotein	NA
gene_10181	Proteinkinase-likedomain-containingprotein	NA
gene_10182	hypotheticalprotein	NA
gene_10222	expressedprotein	NA
gene_10245	hypotheticalprotein	NA
gene_10252	hypotheticalprotein	NA
gene_10253	hypotheticalprotein	GH0
gene_10271	hypotheticalprotein	NA
gene_10272	hypotheticalprotein	NA
gene_10302	rhamnogalacturonanacetylesterase	CE12
gene_10310	Alpha/Betahydrolasefold	NA
gene_10343	hypotheticalprotein	NA
gene_10344	hypotheticalprotein	NA
gene_10347	Malesterilityprotein-domaincontainingprotein	NA
gene_10350	fumarylacetoacetatehydrolasefamilyprotein	NA
gene_2980	expressedprotein	NA
gene_10408	hypotheticalprotein	NA
gene_10446	hypotheticalprotein	NA
gene_10485	expressedprotein	NA
gene_10504	hypotheticalprotein	NA
gene_10513	hypotheticalprotein	NA
gene_10533	Tannase/feruloylesterase	NA
gene_10538	Transferase	NA
gene_10549	hypotheticalprotein	NA
gene_10551	RTA1likeprotein-domaincontainingprotein	NA
gene_10552	hypotheticalprotein	NA
gene_10561	hypotheticalprotein	NA
gene_10572	expressedprotein	NA
gene_10584	hypotheticalprotein	NA
gene_10607	putativeUV-inducedproteinuvi15	NA
gene_10611	expressedprotein	NA
gene_10630	Six-hairpinglycosidase-likeprotein	GH78
gene_10653	expressedprotein	NA
gene_10662	hypotheticalprotein	NA
gene_10675	rasfamilyprotein	GT23
gene_10699	hypotheticalprotein	NA
gene_10707	hypotheticalprotein	NA
gene_10708	expressedprotein	NA
gene_10712	hypotheticalprotein	NA
gene_10778	hypotheticalprotein	NA
gene_10780	hypotheticalprotein	NA
gene_10792	variantSH3domain-containingprotein	NA
gene_10794	hypotheticalprotein	NA
gene_10800	hypotheticalprotein	NA
gene_10817	chaperonin10kDasubunit	NA
gene_10835	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_10846	Proteinofunknownfunction(DUF3112)-domaincontainingprotein	NA
gene_10880	integralmembraneprotein	NA
gene_10892	hypotheticalprotein	NA
gene_10896	RepairproteinRad1/Rec1/Rad17-domaincontainingprotein	NA
gene_10924	Alpha/Betahydrolasefold	NA
gene_10964	oxidoreductase	NA
gene_10994	hypotheticalprotein	NA
gene_11020	S-adenosyl-L-methionine-dependentmethyltransferase	NA
gene_11031	hypotheticalprotein	NA
gene_11053	hypotheticalprotein	NA
gene_11054	hypotheticalprotein	NA
gene_11055	putativealpha-L-rhamnosidase	GH78
gene_11056	hypotheticalprotein	NA
gene_11084	hypotheticalprotein	NA
gene_11097	integralmembraneprotein	NA
gene_11106	MembraneboundO-acyltransferasefamily-domaincontainingprotein	NA
gene_11108	hypotheticalprotein	NA
gene_11112	Domainofunknownfunction(DUF3328)-domaincontainingprotein	NA
gene_11123	expressedprotein	NA
gene_2990	expressedprotein	NA
gene_11302	eukaryoticinitiationfactor4Fsubunitp130	NA
gene_11306	INSIGdomain-containingprotein	NA
gene_2993	expressedprotein	NA
gene_11328	heavymetaltoleranceprotein	NA
gene_11329	hypotheticalprotein	NA
gene_11333	hypotheticalprotein	NA
gene_11354	hypotheticalprotein	NA
gene_11371	expressedprotein	NA
gene_11414	hypotheticalprotein	NA
gene_11466	hypotheticalprotein	NA
gene_11468	hypotheticalprotein	NA
gene_11474	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	CE18
gene_11521	Acyltransferase/acylhydrolase/lysophospholipase	NA
gene_11555	hypotheticalprotein	NA
gene_11569	Pyridoxalphosphate-dependenttransferase	NA
gene_11597	hypotheticalprotein	NA
gene_11650	hypotheticalprotein	NA
gene_11651	hypotheticalprotein	NA
gene_11653	hypotheticalprotein	NA
gene_11687	QDE-2-interactingprotein	NA
gene_11706	hypotheticalprotein	NA
gene_11730	hypotheticalprotein	NA
gene_11740	hypotheticalprotein	NA
gene_11748	hypotheticalprotein	NA
gene_11752	hypotheticalprotein	NA
gene_11767	Proteinofunknownfunction(DUF3723)-domaincontainingprotein	NA
gene_11769	hypotheticalprotein	NA
gene_11775	hypotheticalprotein	NA
gene_11791	hypotheticalprotein	NA
gene_11828	serine/threonine-proteinkinaseRIO2	GH31_20
gene_11841	hypotheticalprotein	NA
gene_11842	histidinolphosphatephosphataseHisJfamilyprotein	NA
gene_11854	hypotheticalprotein	NA
gene_11870	generalalpha-glucosidepermease	GH32
gene_11877	C-typelectinfold	NA
gene_11878	translationinitiationfactoreIF-2Bsubunitalpha	NA
gene_11891	hypotheticalprotein	NA
gene_11904	hypotheticalprotein	NA
gene_11913	hypotheticalprotein	NA
gene_11918	hypotheticalprotein	NA
gene_11933	expressedprotein	NA
gene_11958	hypotheticalprotein	NA
gene_11961	hypotheticalprotein	NA
gene_11984	Proteinofunknownfunction(DUF2841)-domaincontainingprotein	NA
gene_12002	hypotheticalprotein	NA
gene_12022	GPR1/FUN34/yaaHfamily-domaincontainingprotein	NA
gene_12035	hypotheticalprotein	NA
gene_12041	5-aminolevulinatesynthase	NA
gene_12058	Glycosidehydrolasesuperfamily	GH3
gene_12062	putativeTPA:cytochromeP450	NA
gene_12077	malatedehydrogenase	GH3
gene_12086	hypotheticalprotein	NA
gene_12134	ENTHdomain-containingprotein	NA
gene_12146	LDB17protein	NA
gene_12190	hypotheticalprotein	GH31_3
gene_12220	expressedprotein	NA
gene_12221	alpha/betahydrolase	GH16_18
gene_12236	hypotheticalprotein	NA
gene_12239	hypotheticalprotein	NA
gene_12241	Proteinofunknownfunction(DUF2434)-domaincontainingprotein	NA
gene_12297	ATP-dependentRNAhelicaseDBP2	GH51_1
gene_12300	hypotheticalprotein	NA
gene_12301	hypotheticalprotein	NA
gene_12304	heavy-metal-associateddomain-containingprotein	NA
gene_12310	hypotheticalprotein	NA
gene_12313	hypotheticalprotein	NA
gene_12321	hypotheticalprotein	NA
gene_12335	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_12352	hypotheticalprotein	NA
gene_12359	hypotheticalprotein	NA
gene_12372	hypotheticalprotein	GH100
gene_12388	hypotheticalprotein	NA
gene_12394	hypotheticalprotein	NA
gene_12445	U1smallnuclearribonucleoprotein	NA
gene_12491	hypotheticalprotein	NA
gene_12500	hypotheticalprotein	NA
gene_12527	hypotheticalprotein	NA
gene_12547	Alg9-likemannosyltransferase	GT22
gene_12557	Proteinofunknownfunction(DUF3074)-domaincontainingprotein	NA
gene_12558	hypotheticalprotein	NA
gene_12596	DUF28domain-containingprotein	NA
gene_12631	selT/selW/selHselenoproteindomain-containingprotein	NA
gene_12633	serine/threonine-proteinphosphatasePP1	GH38
gene_12645	expressedprotein	NA
gene_12655	Beta-lactamasesuperfamilydomain-domaincontainingprotein	NA
gene_12657	Beta-lactamase/transpeptidase-likeprotein	NA
gene_12658	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_12659	Fructosaminekinase-domaincontainingprotein	NA
gene_12660	hypotheticalprotein	NA
gene_12689	Ankyrinrepeat-containingdomainprotein	NA
gene_12690	hypotheticalprotein	NA
gene_12692	hypotheticalprotein	NA
gene_12721	cytochromechemelyase	NA
gene_12725	Proteintyrosinephosphatase-likeprotein%2CPTPLA-domaincontainingprotein	NA
gene_12731	expressedprotein	NA
gene_12734	Alpha/Betahydrolasefold	NA
gene_12751	hypotheticalprotein	NA
gene_12756	AMP-bindingenzyme	NA
gene_12786	expressedprotein	NA
gene_12794	Scytalonedehydratase	AA1
gene_12894	hypotheticalprotein	NA
gene_12909	CytochromeP450	NA
gene_12920	hypotheticalprotein	NA
gene_12932	PeptidaseS8/S53domain-containingprotein	NA
gene_12975	hypotheticalprotein	NA
gene_12999	hypotheticalprotein	NA
gene_13009	Proteinkinase-likedomain-containingprotein	NA
gene_13011	hypotheticalprotein	NA
gene_13013	NADP-dependentalcoholdehydrogenase	NA
gene_13015	hypotheticalprotein	NA
gene_13042	hypotheticalprotein	NA
gene_13055	hypotheticalprotein	NA
gene_13057	hypotheticalprotein	NA
gene_13058	hypotheticalprotein	NA
gene_13072	Generalsubstratetransporter	NA
gene_13076	hypotheticalprotein	NA
gene_13106	hypotheticalprotein	NA
gene_13107	hypotheticalprotein	NA
gene_13171	Glycosylhydrolasefamily61-domaincontainingprotein	AA9
gene_13191	hypotheticalprotein	NA
gene_13193	hypotheticalprotein	NA
gene_13217	hypotheticalprotein	NA
gene_13232	hypotheticalprotein	NA
gene_13251	phosphate-repressiblephosphatepermease	NA
gene_13280	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_13311	hypotheticalprotein	NA
gene_13319	hypotheticalprotein	NA
gene_13320	hypotheticalprotein	NA
gene_13322	ibrfingerdomain-containingprotein	NA
gene_13329	hypotheticalprotein	NA
gene_13346	AAAfamilyATPase	NA
gene_13376	hypotheticalprotein	NA
gene_13385	hypotheticalprotein	NA
gene_13391	Autophagy-relatedprotein27	GH27
gene_13404	hypotheticalprotein	NA
gene_13427	hypotheticalprotein	NA
gene_13442	mitochondrialribosomalproteinS18	NA
gene_13454	hypotheticalprotein	NA
gene_13493	RNApolymeraseIItranscriptionfactorBsubunit4	NA
gene_13500	expressedprotein	NA
gene_13520	UncharacterizedACR%2CYdiU/UPF0061family-domaincontainingprotein	NA
gene_13529	ribose-phosphatediphosphokinase	NA
gene_13530	RNApolymeraseII	NA
gene_13532	Pseudouridinesynthase	NA
gene_13544	hypotheticalprotein	NA
gene_13574	hypotheticalprotein	NA
gene_13584	BHLHfamilytranscriptionfactor	NA
gene_13592	alcoholdehydrogenaseGroES-likedomain-containingprotein	NA
gene_13624	60SribosomalproteinL26-1	NA
gene_13650	hypotheticalprotein	NA
gene_13653	hypotheticalprotein	NA
gene_13664	pre-mRNA-splicingfactorATP-dependentRNAhelicasePRP43	GH5_12
gene_13687	hypotheticalprotein	NA
gene_3013	expressedprotein	NA
gene_13719	hypotheticalprotein	AA11
gene_13738	hypotheticalprotein	NA
gene_4	hydantoinase	NA
gene_24	EnolaseC-terminaldomain-likeprotein	NA
gene_50	twinfilin-2	NA
gene_101	glucan1%2C3-beta-glucosidase	GH55_2
gene_129	majormyo-inositoltransporteriolT	NA
gene_178	fungal-specifictranscriptionfactor	NA
gene_303	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_334	hypotheticalprotein	NA
gene_341	hypotheticalprotein	NA
gene_348	alpha-glucosidespermeaseMPH2/3	NA
gene_429	actinpatchprotein	NA
gene_444	40SribosomalproteinS7	NA
gene_452	BCS1Nterminal-domaincontainingprotein	NA
gene_453	Glycosidehydrolasesuperfamily	GH35
gene_3015	expressedprotein	NA
gene_506	Autophagy-relatedprotein11-domaincontainingprotein	NA
gene_512	hypotheticalprotein	NA
gene_522	Generalsubstratetransporter	NA
gene_636	tRNAsynthetasesclassII(A)-domaincontainingprotein	GT31
gene_718	HotDogdomain-containingprotein	NA
gene_730	Proteinofunknownfunction(DUF1295)-domaincontainingprotein	NA
gene_735	hypotheticalprotein	GT58
gene_740	pyridoxamine5'-phosphateoxidase	NA
gene_741	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_742	Proteinkinase-likedomain-containingprotein	NA
gene_849	Uncharacterizedalpha/betahydrolasedomain(DUF2235)-domaincontainingprotein	NA
gene_856	kinasedomain-containingprotein	NA
gene_878	phosphatasePSR1	NA
gene_924	adenylatekinase	NA
gene_931	hypotheticalprotein	NA
gene_977	hypotheticalprotein	NA
gene_1109	ascusdevelopmentprotein	NA
gene_1154	TfdAfamilytaurinecatabolismdioxygenaseTauD	NA
gene_1170	MFStransporter	NA
gene_1142	Aldehyde/histidinoldehydrogenase	NA
gene_1177	family76glycosylhydrolase	GH76
gene_1182	PdxT/SNOfamily	NA
gene_1213	RibosomalproteinL13e-domaincontainingprotein	NA
gene_1301	putative60SribosomalproteinL31	NA
gene_1303	serine/threonine-proteinkinasechk1	NA
gene_1488	rasfamilyprotein	GH36
gene_1544	S-adenosyl-L-methionine-dependentmethyltransferase	NA
gene_1580	cholinesulfatase	NA
gene_1592	FAM96Bprotein	NA
gene_1697	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_275	kynureninase1	NA
gene_1795	hexokinase	NA
gene_1806	hypotheticalprotein	NA
gene_1860	histidyl-tRNAsynthetase	NA
gene_1878	shortchaindehydrogenase	NA
gene_1883	fungal-specifictranscriptionfactordomain-containingprotein	NA
gene_1939	hypotheticalprotein	NA
gene_1943	caseinkinaseI	GH16_20
gene_1996	hypotheticalprotein	GH5_7
gene_2052	transcriptionalactivatorproteinDAL81	NA
gene_2232	PXdomain-containingprotein	NA
gene_2261	chaperoneproteindnaJ2	NA
gene_2381	majorfacilitatorsuperfamilytransporter	NA
gene_2385	pantoate-beta-alanineligase	NA
gene_2390	alternativesulfatetransporter	NA
gene_2398	hypotheticalprotein	NA
gene_2422	alpha-ketoglutarate-dependenttaurinedioxygenase	NA
gene_2435	phthalatetransporter	NA
gene_2457	Generalsubstratetransporter	NA
gene_2511	hypotheticalprotein	NA
gene_2528	Generalsubstratetransporter	NA
gene_2600	hydrogenasematurationfactorhoxX	NA
gene_2636	CytochromeP450	NA
gene_2676	hypotheticalprotein	NA
gene_2678	RibosomalproteinS11-domaincontainingprotein	NA
gene_2743	WDrepeatdomainphosphoinositide-interactingprotein	NA
gene_2750	TPRdomainprotein	NA
gene_2759	flavonolsynthase	NA
gene_2796	glutamyl-tRNAamidotransferasesubunitA	NA
gene_2869	riboflavintransporterMCH5	NA
gene_2880	hypotheticalprotein	NA
gene_2881	Ankyrinrepeat-containingdomainprotein	GH31_3
gene_2903	hypotheticalprotein	NA
gene_2955	hypotheticalprotein	NA
gene_3045	alphaamylase	CBM48
gene_3089	Sugar(andother)transporter-domaincontainingprotein	NA
gene_3096	hypotheticalprotein	NA
gene_3130	SPXdomain-domaincontainingprotein	NA
gene_3155	54SribosomalproteinL9	GT32
gene_3364	short-chaindehydrogenase/reductasefamilyprotein	NA
gene_276	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_3440	hypotheticalprotein	NA
gene_3487	family8glycosyltransferase	GT8
gene_3527	glutathione-disulfidereductase	NA
gene_3544	diphthamidebiosynthesisprotein	NA
gene_3624	kinasedomain-containingprotein	NA
gene_3634	oligopeptidetransporter8	NA
gene_3691	pumiliodomain-containingprotein	NA
gene_3670	putativeAAAfamilyATPasePontin	NA
gene_3736	cellulose-bindingprotein	GH78
gene_3743	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_3899	cataboliterepressionproteincreC	NA
gene_3914	S-adenosyl-L-methionine-dependentmethyltransferase	AA11
gene_3951	beta-hexosaminidase	GH3
gene_3970	Arylsulfotransferase(ASST)-domaincontainingprotein	NA
gene_4089	GroES(chaperonin10)-likeprotein	NA
gene_4266	ChondroitinAC/alginatelyase	CBM13
gene_4255	phosphoribosyltransferasedomainprotein	NA
gene_4331	hypotheticalprotein	AA3_2
gene_4394	quinatepermease	NA
gene_4525	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_4536	Beta-lactamase-likeprotein	NA
gene_4576	hypotheticalprotein	NA
gene_4601	OPToligopeptidetransporterprotein-domaincontainingprotein	NA
gene_4604	phosphopantothenoylcysteinedecarboxylase	NA
gene_4645	tRNAligase	NA
gene_4655	hypotheticalprotein	NA
gene_4714	cora-likeMg2+transporter	NA
gene_4774	YjeFdomain-containingprotein	NA
gene_4825	hypotheticalprotein	GT1
gene_4872	putativeampdependentCoAligase	NA
gene_4878	Carboxyltransferase	NA
gene_4893	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_5252	polysaccharidebiosynthesisproteinvipA/tviB	CE4
gene_5292	preproteintranslocase	NA
gene_5340	secretedprotein	NA
gene_5423	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_5514	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_5547	integralmembraneprotein	NA
gene_5636	beta-galactosidase	GH2
gene_5660	Pyruvate/Phosphoenolpyruvatekinase-likedomain-containingprotein	NA
gene_5673	peroxidasemanganese-dependent1	AA2
gene_5727	Tna1protein	NA
gene_5767	glycosidehydrolasefamily47protein	GH47
gene_5781	riboflavintransporterMCH5	NA
gene_5745	Glycosyltransferase	GT58
gene_5788	Glycosyltransferasefamily90-domaincontainingprotein	GT90
gene_5820	pectatelyaseF	PL3_2
gene_5829	majorfacilitatorsuperfamilytransporter	NA
gene_5933	isocitratedehydrogenasesubunit1	CE0
gene_5994	MYBDNA-bindingdomain-containingprotein	NA
gene_6082	mannanendo-1%2C4-beta-mannosidase	GH5_7
gene_6271	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein	NA
gene_6284	hypotheticalprotein	NA
gene_6289	hypotheticalprotein	NA
gene_6290	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_6310	argonaute	NA
gene_6320	anucleateprimarysterigmataproteinB	NA
gene_6328	UDP-glucose4-epimerase	NA
gene_6343	polygalacturonase	GH28
gene_6449	Carbon-nitrogenhydrolase	NA
gene_6703	rho-GTPase-activatingprotein	NA
gene_6724	Sec34-likefamily-domaincontainingprotein	NA
gene_6725	Mitochondrialcarrierdomain-containingprotein	NA
gene_6733	MAPkinase	NA
gene_6914	RibosomalproteinS27-domaincontainingprotein	NA
gene_6953	NmrA-likefamily-domaincontainingprotein	NA
gene_7051	polyaminetransporter1	NA
gene_7069	hypotheticalprotein	NA
gene_7073	hypotheticalprotein	NA
gene_7138	aspartyl-tRNAsynthetase	NA
gene_7163	monosaccharidetransporter	NA
gene_7194	Pyridoxalphosphate-dependenttransferase	NA
gene_7208	tyrosinase	NA
gene_7245	majorfacilitatorsuperfamilytransporter	NA
gene_7337	fungal-specifictranscriptionfactor	NA
gene_7439	RTA1likeprotein-domaincontainingprotein	NA
gene_7460	ProteinofunknownfunctionDUF89-domaincontainingprotein	NA
gene_7467	aryl-alcoholdehydrogenaseAAD14	NA
gene_7483	Aminoacid/polyaminetransporterI	NA
gene_7493	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_7518	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_7529	hypotheticalprotein	GT1
gene_7541	ser/Thrproteinphosphatasefamilyprotein	NA
gene_7578	60SribosomalproteinL17	NA
gene_7614	alpha/betahydrolase	NA
gene_7631	acetyltransferase	NA
gene_7702	GTPase-activatingproteinGYP7	NA
gene_7731	high-affinitynicotinicacidtransporter	NA
gene_7755	elongationfactor1-gamma1	GT62
gene_7840	solutecarrierfamily12member6	NA
gene_7872	centromere/microtubule-bindingproteincbf5	GH43_30
gene_7897	quinatepermease	NA
gene_7926	hypotheticalprotein	NA
gene_7987	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_7994	alpha-N-arabinofuranosidase2	GH43_26
gene_8003	CytochromeP450	NA
gene_8165	quinatedehydrogenase	NA
gene_8237	hypotheticalprotein	NA
gene_8247	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_8271	hypotheticalprotein	NA
gene_8335	endochitinase	GH18
gene_8370	Murligase	NA
gene_8374	hypotheticalprotein	NA
gene_8440	hypotheticalprotein	NA
gene_8503	endonuclease/exonuclease/phosphatasefamilyprotein	NA
gene_8704	triacylglycerollipase	NA
gene_8831	3-isopropylmalatedehydrogenase	NA
gene_8834	L-fuculose-phosphatealdolase	NA
gene_8923	U3smallnucleolarribonucleoproteinIMP3	NA
gene_9143	NAD-dependent15-hydroxyprostaglandindehydrogenase	NA
gene_9192	DUF907domain-containingprotein	NA
gene_9232	AMP-bindingenzyme	NA
gene_9298	luciferin4-monooxygenase	NA
gene_9352	UbiquinonebiosynthesisproteinCoq4	NA
gene_9410	Proteinkinase-likedomain-containingprotein	NA
gene_9565	Generalsubstratetransporter	NA
gene_9584	14-3-3protein	NA
gene_9633	phosphotransferase	NA
gene_9661	Proteinkinase-likedomain-containingprotein	CBM2
gene_9684	orotidine5'-monophosphatedecarboxylase	NA
gene_9698	hexokinase-1	NA
gene_9754	imidazoleglycerolphosphatesynthasehisHF	NA
gene_9781	hypotheticalprotein	NA
gene_9846	2OG-Fe(II)oxygenase	NA
gene_9877	DNA-lyase	NA
gene_9898	InhibitorofgrowthproteinsN-terminalhistone-binding-domaincontainingprotein	NA
gene_9867	SURF4familyprotein	NA
gene_9900	aminopeptidase	GT22
gene_9905	smallnuclearribonucleoproteinSmD1	NA
gene_9906	tyrosinase	NA
gene_9936	F-boxdomain-containingprotein	NA
gene_9965	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10020	acyltransferase	NA
gene_10076	hypotheticalprotein	NA
gene_10120	creatinetransporter	NA
gene_10123	GroES(chaperonin10)-likeprotein	NA
gene_10199	Brixdomain-domaincontainingprotein	NA
gene_10237	hypotheticalprotein	NA
gene_10330	hypotheticalprotein	NA
gene_10372	Proteinkinase-likedomain-containingprotein	NA
gene_10375	DNArepairproteinrhp41	NA
gene_10491	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10502	kinesinlightchain3	NA
gene_10649	peptidaseC13familyprotein	NA
gene_10686	hypotheticalprotein	NA
gene_10703	polysaccharidedeacetylasefamilyprotein	CE4
gene_10728	quinoneoxidoreductase	NA
gene_10770	dynaminfamilyprotein	NA
gene_10829	3-isopropylmalatedehydrogenase	NA
gene_10869	aspartateaminotransferase	NA
gene_10931	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_11022	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11035	isoeugenolmonooxygenase	NA
gene_11043	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11092	cutinasetranscriptionfactor1beta	NA
gene_11114	quinoneoxidoreductase	AA6
gene_11141	hypotheticalprotein	NA
gene_11177	phosphatidylinositol-glycanbiosynthesisclassSprotein	NA
gene_11161	hypotheticalprotein	NA
gene_11205	monodehydroascorbatereductase	NA
gene_11250	DDHDdomain-containingprotein	NA
gene_11355	RTA1likeprotein-domaincontainingprotein	NA
gene_11625	serine/threonine-proteinkinaseppk6	NA
gene_11678	Acyltransferase/acylhydrolase/lysophospholipase	NA
gene_11737	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_11751	putativemetallo-beta-lactamasedomainprotein	NA
gene_11754	Flavoprotein	NA
gene_11770	riboflavintransporterMCH5	NA
gene_11796	RmlC-likecupindomain-containingprotein	NA
gene_11821	retinoldehydrogenase	NA
