locus_id	protein_id	arath_lfc	arath_padj	barley_lfc	barley_padj	mtom_lfc	mtom_padj	arath_sig	mtom_sig	barley_sig	arath_induced	mtom_induced	barley_induced	induced_all	induced_arath	induced_arath.mtom	induced_mtom	induced_barley	induced_arath.barley	induced_mtom.barley	description	kogid	kogdefline	kogClass	kogGroup	gotermId	goName	gotermType	goAcc	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score	CAZYName	CAZYbitscore	CAZYSubstrate	CAZYEnzymes	CAZYEC	SignalPepProb	Effector	MEROPS_description	MEROPS_unit	clusters
gene_3639	275022	0.53719643	0.474208157	-0.012318805	0.987373342	-0.178708399	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	myb-likeDNA-bindingdomain-containingprotein	KOG1878	"Nuclear receptor coregulator SMRT/SMRTER, contains Myb-like domains"	Transcription 	INFORMATION STORAGE AND PROCESSING	2176	DNA binding	molecular_function	GO:0003677	NA	NA	NA	NA	NA	NA	NA	NA	IPR017884	SANT domain	ProSiteProfiles	PS51293	SANT domain profile.	2	"1023,1314,"	"1074,1365,"	"9.622,5.396"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3641	275026	0.387070831	0.61829838	0.887743522	0.308605611	0.756724334	0.382453102	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3642	275027	0.304652318	0.671671425	-0.049635029	0.959658409	-0.15132063	0.885136287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	peptidyl-prolylisomeraseCWC27	KOG0885	Peptidyl-prolyl cis-trans isomerase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	HMMPfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	1	"15,"	"192,"	6.10E-40	CE16	95.5	xylan	acetylesterase (active on various carbohydrate acetylesters)	3.1.1.6	NA	NA	NA	NA	4
gene_3644	275029	0.802299399	0.284717431	0.235488953	0.802350914	0.253788839	0.793588824	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3656	275055	-0.755866777	0.081189485	-0.33229141	0.550411515	-0.026475837	0.97300672	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	9321	integral to membrane	cellular_component	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	IPR008630	Galactosyl transferase	HMMPfam	PF05637	galactosyl transferase GMA12/MNN10 family	1	"86,"	"200,"	4.20E-08	GT0	377.9	NA	NA	NA	NA	NA	NA	NA	4
gene_3658	275058	-1.614313681	0.005677696	-0.416718556	0.547143587	-0.382302923	0.62272155	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	signalrecognitionparticlesec65subunit	KOG3198	"Signal recognition particle, subunit Srp19"	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING	4743	SRP-dependent cotranslational protein targeting to membrane	biological_process	GO:0006614	NA	NA	NA	NA	NA	NA	NA	NA	IPR002778	"Signal recognition particle, SRP19 subunit"	HMMPfam	PF01922	SRP19 protein	1	"97,"	"198,"	2.40E-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3667	275066	0.180375985	NA	1.014658926	0.206528721	0.157383517	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GlutathioneS-transferase%2CC-terminal-likeprotein	KOG0867	Glutathione S-transferase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	2770	glutathione transferase activity	molecular_function	GO:0004364	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC	IPR004046	"Glutathione S-transferase, C-terminal"	HMMPfam	PF00043	"Glutathione S-transferase, C-terminal domain"	1	"117,"	"208,"	2.30E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3692	275119	-0.284268704	NA	-0.224604154	NA	-0.187382938	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3693	275120	-0.060701703	0.945792126	0.033017299	0.973252817	-0.011972039	0.994302544	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	DNA-directedRNApolymeraseIIIsubunitRPC2	KOG0215	"RNA polymerase III, second largest subunit"	Transcription 	INFORMATION STORAGE AND PROCESSING	2176	DNA binding	molecular_function	GO:0003677	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY	IPR007120	"DNA-directed RNA polymerase, subunit 2, domain 6"	HMMPfam	PF00562	"RNA polymerase Rpb2, domain 6"	1	"685,"	"1062,"	4.00E-114	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3699	275129	-2.943969697	2.54E-12	-1.716861603	0.000415088	-1.953412232	0.000338432	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2227	structural constituent of ribosome	molecular_function	GO:0003735	NA	NA	NA	NA	NA	NA	NA	NA	IPR016082	"Ribosomal protein L30, ferredoxin-like fold domain"	HMMPfam	PF00327	Ribosomal protein L30p/L7e	1	"4,"	"54,"	4.00E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
gene_3701	275134	0.106461026	0.882856233	-0.41108302	0.627241866	-0.444700843	0.618329463	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Cnl2/NKP2familyprotein-domaincontainingprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR018565	Kinetochore subunit NKP2	HMMPfam	PF09447	Cnl2/NKP2 family protein	1	"4,"	"67,"	1.60E-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3703	275136	0.24769651	0.72974444	-0.029378592	NA	-0.014904097	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CENP-Q%2CaCENPA-CADcentromerecomplexsubunit-domaincontainingprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR025212	Centromere protein Q	HMMPfam	PF13094	"CENP-Q, a CENPA-CAD centromere complex subunit"	1	"365,"	"540,"	9.40E-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3713	275154	0.431396596	NA	0.567539285	NA	0.693395758	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein	NA	NA	NA	NA	2933	"hydrolase activity, hydrolyzing O-glycosyl compounds"	molecular_function	GO:0004553	3.2.1.37	"Xylan 1,4-beta-xylosidase."	"Hydrolysis of 1,4-beta-D-xylans so as to remove successive D-xylose residues from the non-reducing termini."	\N	Xylosidase deficiency; MIM:278900.	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC	IPR006710	"Glycoside hydrolase, family 43"	HMMPfam	PF04616	Glycosyl hydrolases family 43	1	"21,"	"312,"	2.90E-75	GH43_13	758.64	NA	NA	NA	0.991	Non-effector	NA	NA	4
gene_3715	275156	NA	NA	0.289257819	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3719	275163	-1.341236962	0.018099315	-2.619471112	0.005535433	-1.294734586	0.100128454	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Thiamindiphosphate-bindingfold	KOG1182	"Branched chain alpha-keto acid dehydrogenase complex, alpha subunit"	Energy production and conversion 	METABOLISM	5830	metabolic process	biological_process	GO:0008152	1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (lipoamide).	3-methyl-2-oxobutanoate + lipoamide = S-(2-methylpropanoyl)dihydrolipoamide + CO(2).	Thiamine pyrophosphate.	Maple syrup urine disease; MIM:248600.	"Valine, leucine and isoleucine degradation"	Amino Acid Metabolism	METABOLIC	IPR001017	"Dehydrogenase, E1 component"	HMMPfam	PF00676	Dehydrogenase E1 component	1	"100,"	"403,"	3.50E-84	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3723	275170	0.046409034	0.959213494	0.605195933	0.458575355	0.378160744	0.680509541	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	short-chaindehydrogenase	KOG0725	Reductases with broad range of substrate specificities	General function prediction only 	POORLY CHARACTERIZED	5830	metabolic process	biological_process	GO:0008152	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC	\N	\N	HMMPfam	PF13561	Enoyl-(Acyl carrier protein) reductase	1	"15,"	"247,"	7.20E-33	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3724	275171	-0.197640309	0.809898776	0.06948094	0.946845942	0.106307637	0.920756523	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR015947	PUA-like domain	SUPERFAMILY	SSF88697	\N	1	"507,"	"610,"	5.47E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3730	275183	0.547620489	0.438804407	-0.126130393	NA	0.01572552	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	metalloproteinase	NA	NA	NA	NA	2658	metalloendopeptidase activity	molecular_function	GO:0004222	3.4.24.39	Deuterolysin.	Preferential cleavage of bonds with hydrophobic residues in P1'; also 3-Asn-|-Gln-4 and 8-Gln-|-Ser-9 bonds in insulin B chain.	\N	\N	\N	\N	\N	IPR001384	"Peptidase M35, deuterolysin"	HMMPfam	PF02102	Deuterolysin metalloprotease (M35) family	1	"5,"	"307,"	4.20E-57	NA	NA	NA	NA	NA	0.998	Non-effector	NA	NA	4
gene_3733	275187	-0.548141643	0.459294704	-1.031761424	0.253188076	-1.317974783	0.20096708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	oxidoreductase	KOG2731	DNA alkylation damage repair protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR027450	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	HMMPfam	PF13532	2OG-Fe(II) oxygenase superfamily	1	"162,"	"347,"	7.40E-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3746	275202	-0.137756879	0.845440788	0.057287143	NA	-0.108017218	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	NA	NA	NA	NA	NA	NA	NA	NA	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	"26,"	"62,"	1.50E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3751	275207	-0.065729331	0.928432461	-0.197883578	0.831046749	0.053127859	0.960788372	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ironsulfurassemblyprotein	KOG1120	Fe-S cluster biosynthesis protein ISA1 (contains a HesB-like domain)	Inorganic ion transport and metabolism 	METABOLISM	3530	structural molecule activity	molecular_function	GO:0005198	NA	NA	NA	NA	NA	NA	NA	NA	IPR000361	FeS cluster biogenesis	HMMPfam	PF01521	Iron-sulphur cluster biosynthesis	1	"154,"	"253,"	1.30E-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3754	275212	-0.200569743	NA	-0.150984615	NA	0.022581761	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.991	Non-effector	NA	NA	4
gene_3756	275217	5.098613719	0.007406299	5.983229675	0.007274729	0.53856892	0.1299001	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3767	275230	-0.787199334	0.318833547	-0.31536669	0.732283926	-0.739903325	0.346128026	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3769	275232	-4.686037839	3.66E-05	-6.265099213	0.000181723	-2.468237629	0.039918505	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	2290	catalytic activity	molecular_function	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	IPR011146	HIT-like domain	SUPERFAMILY	SSF54197	\N	1	"142,"	"258,"	6.29E-07	NA	NA	NA	NA	NA	0.992	Cytoplasmic effector	NA	NA	4
gene_3771	275234	-6.407581604	2.84E-06	-0.333593903	0.7129069	-4.11558288	0.002228703	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3779	275240	-1.308109583	0.159359266	-0.453518005	0.609412535	-0.294199398	0.760901641	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.997	Apoplastic effector	NA	NA	4
gene_3784	275251	0.284027338	NA	0.554068661	NA	0.246644384	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3785	275252	4.210485445	0.017922499	4.938204572	0.015062081	0.185723629	NA	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	ATPase	KOG0742	AAA+-type ATPase	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	162	nucleotide binding	molecular_function	GO:0000166	NA	NA	NA	NA	NA	NA	NA	NA	IPR003959	"ATPase, AAA-type, core"	HMMPfam	PF00004	ATPase family associated with various cellular activities (AAA)	1	"512,"	"629,"	9.50E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3788	275256	2.677609957	0.008935427	0.356029332	0.651031651	0.267157232	0.701975198	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	benzoate4-monooxygenasecytochromeP450	KOG0158	Cytochrome P450 CYP3/CYP5/CYP6/CYP9 subfamilies	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM	2888	monooxygenase activity	molecular_function	GO:0004497	NA	NA	NA	NA	NA	NA	NA	NA	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	"125,"	"528,"	6.30E-67	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3791	275260	0.498334578	0.515093791	0.748270127	0.382094074	0.297454056	0.755133981	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	alcoholdehydrogenase	KOG0023	"Alcohol dehydrogenase, class V"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM	5939	zinc ion binding	molecular_function	GO:0008270	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC	IPR013149	"Alcohol dehydrogenase, C-terminal"	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	"187,"	"320,"	4.30E-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3792	275265	1.173750882	0.090003857	0.934452185	0.244425002	0.95138195	0.254026086	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4-trimethylaminobutyraldehydedehydrogenase	KOG2450	Aldehyde dehydrogenase	Energy production and conversion 	METABOLISM	5830	metabolic process	biological_process	GO:0008152	NA	NA	NA	NA	NA	NA	NA	NA	IPR015590	Aldehyde dehydrogenase domain	HMMPfam	PF00171	Aldehyde dehydrogenase family	1	"20,"	"470,"	3.70E-142	GH43_26	426.4	NA	NA	NA	NA	NA	NA	NA	4
gene_3793	275268	1.337451046	0.129403236	0.313530473	NA	0.24433414	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	8470	arsenite transmembrane transporter activity	molecular_function	GO:0015105	NA	NA	NA	NA	NA	NA	NA	NA	IPR000802	"Arsenical pump membrane protein,  ArsB"	HMMPfam	PF02040	Arsenical pump membrane protein	1	"121,"	"278,"	4.10E-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3800	275273	-0.917663346	0.260606917	-0.259239351	0.780632915	-0.155826568	0.884803815	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR003848	Domain of unknown function DUF218	HMMPfam	PF02698	DUF218 domain	1	"73,"	"182,"	2.00E-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3801	275274	0.813333179	0.285204699	1.486372826	0.092625224	0.053130851	0.941471983	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Asparticpeptidasedomain-containingprotein	KOG1339	Aspartyl protease	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	2632	pepsin A activity	molecular_function	GO:0004194	3.4.23.24	Candidapepsin.	"Preferential cleavage at the carboxyl of hydrophobic amino acids, but fails to cleave 15-Leu-|-Tyr-16, 16-Tyr-|-Leu-17 and 24-Phe-|-Phe-25 of insulin B chain. Activates trypsinogen, and degrades keratin."	\N	\N	\N	\N	\N	IPR001461	Aspartic peptidase	HMMPfam	PF00026	Eukaryotic aspartyl protease	1	"57,"	"415,"	2.10E-30	NA	NA	NA	NA	NA	0.999	Non-effector	NA	NA	4
gene_3808	275279	0.224438868	0.782731364	0.066379893	0.946845942	-0.23274518	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	dihydroxy-aciddehydratase	KOG2448	Dihydroxy-acid dehydratase	Amino acid transport and metabolism 	METABOLISM	2290	catalytic activity	molecular_function	GO:0003824	4.2.1.9	Dihydroxy-acid dehydratase.	"2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O."	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	IPR000581	Dihydroxy-acid/6-phosphogluconate dehydratase	HMMPfam	PF00920	Dehydratase family	1	"64,"	"606,"	1.00E-159	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3812	275287	1.238576041	0.073476765	-0.598739771	0.502828005	-0.262749859	0.791689715	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	karyopherinKap123	KOG2171	Karyopherin (importin) beta 3	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING	3708	binding	molecular_function	GO:0005488	NA	NA	NA	NA	NA	NA	NA	NA	\N	\N	HMMPfam	PF13646	HEAT repeats	1	"351,"	"444,"	7.10E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3815	275295	-0.186488572	0.811085174	0.227776015	0.808390816	-0.15897245	0.881254257	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	KOG0150	Spliceosomal protein FBP21	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING	5939	zinc ion binding	molecular_function	GO:0008270	NA	NA	NA	NA	NA	NA	NA	NA	IPR013085	"Zinc finger, U1-C type"	HMMPfam	PF06220	U1 zinc finger	1	"9,"	"43,"	4.70E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3816	275296	-0.156341064	NA	4.400632754	4.73E-05	0.033940661	NA	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Generalsubstratetransporter	KOG0254	Predicted transporter (major facilitator superfamily)	General function prediction only 	POORLY CHARACTERIZED	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351	NA	NA	NA	NA	NA	NA	NA	NA	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	"44,"	"503,"	1.50E-77	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3821	275305	0.232827094	NA	0.176739662	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3824	275311	-1.001760722	0.033360214	-1.328637915	0.037369303	-2.029964964	0.001442187	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ubiquitin-conjugatingenzymevariantMMS2	KOG0896	Ubiquitin-conjugating enzyme E2	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	12037	small conjugating protein ligase activity	molecular_function	GO:0019787	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	IPR000608	Ubiquitin-conjugating enzyme E2	HMMPfam	PF00179	Ubiquitin-conjugating enzyme	1	"33,"	"131,"	9.40E-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_3831	275321	-0.01178471	NA	0.008821694	NA	1.131793052	0.182804711	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	unsaturatedglucuronylhydrolase	NA	NA	NA	NA	2290	catalytic activity	molecular_function	GO:0003824	NA	NA	NA	NA	NA	NA	NA	NA	IPR010905	"Glycosyl hydrolase, family 88"	HMMPfam	PF07470	Glycosyl Hydrolase Family 88	1	"173,"	"345,"	7.30E-07	GH88	542.3	host glycan	"d-4,5-unsaturated beta-glucuronyl hydrolase;unsaturated chondroitin disaccharide hydrolase"	3.2.1.-;3.2.1.180	NA	NA	NA	NA	4
gene_3834	275325	-0.138367006	0.853502062	-0.09891279	0.918647095	0.224608661	0.813703776	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	4618	protein amino acid glycosylation	biological_process	GO:0006486	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	IPR002659	"Glycosyl transferase, family 31"	HMMPfam	PF01762	Galactosyltransferase	1	"135,"	"303,"	5.20E-14	GT31	337.9	NA	NA	NA	NA	NA	NA	NA	4
gene_3839	275331	-1.698078584	0.000189034	-0.815506872	0.113794042	-1.140825481	0.05077976	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
