	Wells	Plate	Media	Carbon Concentration	Carbon	Ratio	Microbe	Time	Time2	OD600	Fluorescens
641	D5	P1	1/2MS	0mM	D.Glucose	0_100	F16	120	120H	0.112800002	248
642	D6	P1	1/2MS	0mM	D.Glucose	0_100	F16	120	120H	0.1118	238
643	D7	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	120	120H	0.1083	244
644	D8	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	120	120H	0.111299999	236
645	D9	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	120	120H	0.110299997	235
646	D10	P1	1/2MS	0mM	Water	0_0	F16	120	120H	0.115999997	229
647	D11	P1	1/2MS	0mM	Water	0_0	F16	120	120H	0.115099996	219
648	D12	P1	1/2MS	0mM	Water	0_0	F16	120	120H	0.107000001	233
649	E1	P1	M9	75mM	3OMG	100_0	F16	120	120H	0.095700003	196
650	E2	P1	M9	75mM	3OMG	100_0	F16	120	120H	0.107900001	194
651	E3	P1	M9	75mM	3OMG	100_0	F16	120	120H	0.112300001	185
652	E4	P1	M9	75mM	D.Glucose	0_100	F16	120	120H	0.388399988	574
653	E5	P1	M9	75mM	D.Glucose	0_100	F16	120	120H	0.390399992	602
654	E6	P1	M9	75mM	D.Glucose	0_100	F16	120	120H	0.381099999	599
655	E7	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	120	120H	0.421700001	731
656	E8	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	120	120H	0.418599993	695
657	E9	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	120	120H	0.419499993	671
658	E10	P1	M9	75mM	Water	0_0	F16	120	120H	0.113399997	183
659	E11	P1	M9	75mM	Water	0_0	F16	120	120H	0.111100003	192
660	E12	P1	M9	75mM	Water	0_0	F16	120	120H	0.104999997	200
661	F1	P1	M9	7.5mM	3OMG	100_0	F16	120	120H	0.090499997	178
662	F2	P1	M9	7.5mM	3OMG	100_0	F16	120	120H	0.111199997	179
663	F3	P1	M9	7.5mM	3OMG	100_0	F16	120	120H	0.1083	173
664	F4	P1	M9	7.5mM	D.Glucose	0_100	F16	120	120H	0.437099993	576
665	F5	P1	M9	7.5mM	D.Glucose	0_100	F16	120	120H	0.426099986	580
666	F6	P1	M9	7.5mM	D.Glucose	0_100	F16	120	120H	0.424699992	599
667	F7	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	120	120H	0.430299997	613
668	F8	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	120	120H	0.441199988	610
669	F9	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	120	120H	0.449600011	602
670	F10	P1	M9	7.5mM	Water	0_0	F16	120	120H	0.1118	187
671	F11	P1	M9	7.5mM	Water	0_0	F16	120	120H	0.109300002	193
672	F12	P1	M9	7.5mM	Water	0_0	F16	120	120H	0.097199999	210
673	G1	P1	M9	0.75mM	3OMG	100_0	F16	120	120H	0.090499997	171
674	G2	P1	M9	0.75mM	3OMG	100_0	F16	120	120H	0.105099998	169
675	G3	P1	M9	0.75mM	3OMG	100_0	F16	120	120H	0.112199999	171
676	G4	P1	M9	0.75mM	D.Glucose	0_100	F16	120	120H	0.1347	396
677	G5	P1	M9	0.75mM	D.Glucose	0_100	F16	120	120H	0.129999995	373
678	G6	P1	M9	0.75mM	D.Glucose	0_100	F16	120	120H	0.134100005	378
679	G7	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	120	120H	0.119499996	400
680	G8	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	120	120H	0.121399999	380
681	G9	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	120	120H	0.123300001	383
682	G10	P1	M9	0.75mM	Water	0_0	F16	120	120H	0.110600002	183
683	G11	P1	M9	0.75mM	Water	0_0	F16	120	120H	0.109899998	201
684	G12	P1	M9	0.75mM	Water	0_0	F16	120	120H	0.0986	202
685	H1	P1	M9	0mM	3OMG	100_0	F16	120	120H	0.103100002	243
686	H2	P1	M9	0mM	3OMG	100_0	F16	120	120H	0.100500003	206
687	H3	P1	M9	0mM	3OMG	100_0	F16	120	120H	0.099799998	199
688	H4	P1	M9	0mM	D.Glucose	0_100	F16	120	120H	0.1017	198
689	H5	P1	M9	0mM	D.Glucose	0_100	F16	120	120H	0.105700001	200
690	H6	P1	M9	0mM	D.Glucose	0_100	F16	120	120H	0.105700001	197
691	H7	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	120	120H	0.107600003	207
692	H8	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	120	120H	0.104999997	204
693	H9	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	120	120H	0.101300001	201
694	H10	P1	M9	0mM	Water	0_0	F16	120	120H	0.100699998	199
695	H11	P1	M9	0mM	Water	0_0	F16	120	120H	0.100000001	210
696	H12	P1	M9	0mM	Water	0_0	F16	120	120H	0.100699998	204
697	A1	P2	1/2MS	0mM	Water	100_0	MF	120	120H	0.082800001	135
698	A2	P2	1/2MS	0mM	Water	100_0	MF	120	120H	0.080899999	139
699	A3	P2	1/2MS	0mM	Water	100_0	MF	120	120H	0.081600003	139
700	A4	P2	1/2MS	0mM	Water	0_100	MF	120	120H	0.082199998	139
701	A5	P2	1/2MS	0mM	Water	0_100	MF	120	120H	0.081100002	138
702	A6	P2	1/2MS	0mM	Water	0_100	MF	120	120H	0.081699997	144
703	A7	P2	1/2MS	0mM	Water	100_100	MF	120	120H	0.081	142
704	A8	P2	1/2MS	0mM	Water	100_100	MF	120	120H	0.082699999	138
705	A9	P2	1/2MS	0mM	Water	100_100	MF	120	120H	0.081200004	141
706	A10	P2	1/2MS	0mM	Water	0_0	MF	120	120H	0.0814	139
707	A11	P2	1/2MS	0mM	Water	0_0	MF	120	120H	0.081200004	140
708	A12	P2	1/2MS	0mM	Water	0_0	MF	120	120H	0.081299998	135
709	B1	P2	M9	0mM	Water	100_0	MF	120	120H	0.084200002	118
710	B2	P2	M9	0mM	Water	100_0	MF	120	120H	0.084100001	123
711	B3	P2	M9	0mM	Water	100_0	MF	120	120H	0.083400004	119
712	B4	P2	M9	0mM	Water	0_100	MF	120	120H	0.084299996	120
713	B5	P2	M9	0mM	Water	0_100	MF	120	120H	0.083400004	120
714	B6	P2	M9	0mM	Water	0_100	MF	120	120H	0.083400004	119
715	B7	P2	M9	0mM	Water	100_100	MF	120	120H	0.083300002	117
716	B8	P2	M9	0mM	Water	100_100	MF	120	120H	0.083700001	119
717	B9	P2	M9	0mM	Water	100_100	MF	120	120H	0.083899997	119
718	B10	P2	M9	0mM	Water	0_0	MF	120	120H	0.083800003	123
719	B11	P2	M9	0mM	Water	0_0	MF	120	120H	0.084700003	122
720	B12	P2	M9	0mM	Water	0_0	MF	120	120H	0.082999997	117
721	A1	P1	1/2MS	75mM	3OMG	100_0	F16	144	144H	0.100199997	188
722	A2	P1	1/2MS	75mM	3OMG	100_0	F16	144	144H	0.098499998	186
723	A3	P1	1/2MS	75mM	3OMG	100_0	F16	144	144H	0.096799999	187
724	A4	P1	1/2MS	75mM	D.Glucose	0_100	F16	144	144H	0.396499991	1370
725	A5	P1	1/2MS	75mM	D.Glucose	0_100	F16	144	144H	0.347799987	1307
726	A6	P1	1/2MS	75mM	D.Glucose	0_100	F16	144	144H	0.359699994	1296
727	A7	P1	1/2MS	75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.404700011	1118
728	A8	P1	1/2MS	75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.533200026	1276
729	A9	P1	1/2MS	75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.433800012	1225
730	A10	P1	1/2MS	75mM	Water	0_0	F16	144	144H	0.108900003	228
731	A11	P1	1/2MS	75mM	Water	0_0	F16	144	144H	0.108400002	216
732	A12	P1	1/2MS	75mM	Water	0_0	F16	144	144H	0.107500002	215
733	B1	P1	1/2MS	7.5mM	3OMG	100_0	F16	144	144H	0.093800001	149
734	B2	P1	1/2MS	7.5mM	3OMG	100_0	F16	144	144H	0.101999998	154
735	B3	P1	1/2MS	7.5mM	3OMG	100_0	F16	144	144H	0.111699998	155
736	B4	P1	1/2MS	7.5mM	D.Glucose	0_100	F16	144	144H	0.212799996	933
737	B5	P1	1/2MS	7.5mM	D.Glucose	0_100	F16	144	144H	0.2095	947
738	B6	P1	1/2MS	7.5mM	D.Glucose	0_100	F16	144	144H	0.214399993	1058
739	B7	P1	1/2MS	7.5mM	3OMG_D.Glucose	100_100	F16	144	144H	0.211300001	936
740	B8	P1	1/2MS	7.5mM	3OMG_D.Glucose	100_100	F16	144	144H	0.203600004	926
741	B9	P1	1/2MS	7.5mM	3OMG_D.Glucose	100_100	F16	144	144H	0.203600004	939
742	B10	P1	1/2MS	7.5mM	Water	0_0	F16	144	144H	0.114600003	216
743	B11	P1	1/2MS	7.5mM	Water	0_0	F16	144	144H	0.116999999	204
744	B12	P1	1/2MS	7.5mM	Water	0_0	F16	144	144H	0.108499996	203
745	C1	P1	1/2MS	0.75mM	3OMG	100_0	F16	144	144H	0.092500001	147
746	C2	P1	1/2MS	0.75mM	3OMG	100_0	F16	144	144H	0.105999999	157
747	C3	P1	1/2MS	0.75mM	3OMG	100_0	F16	144	144H	0.114	159
748	C4	P1	1/2MS	0.75mM	D.Glucose	0_100	F16	144	144H	0.132499993	567
749	C5	P1	1/2MS	0.75mM	D.Glucose	0_100	F16	144	144H	0.131300002	534
750	C6	P1	1/2MS	0.75mM	D.Glucose	0_100	F16	144	144H	0.129999995	536
751	C7	P1	1/2MS	0.75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.109700002	484
752	C8	P1	1/2MS	0.75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.111500002	481
753	C9	P1	1/2MS	0.75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.118199997	444
754	C10	P1	1/2MS	0.75mM	Water	0_0	F16	144	144H	0.115199998	218
755	C11	P1	1/2MS	0.75mM	Water	0_0	F16	144	144H	0.118900001	206
756	C12	P1	1/2MS	0.75mM	Water	0_0	F16	144	144H	0.108000003	215
757	D1	P1	1/2MS	0mM	3OMG	100_0	F16	144	144H	0.113799997	268
758	D2	P1	1/2MS	0mM	3OMG	100_0	F16	144	144H	0.124499999	267
759	D3	P1	1/2MS	0mM	3OMG	100_0	F16	144	144H	0.123000003	265
760	D4	P1	1/2MS	0mM	D.Glucose	0_100	F16	144	144H	0.118100002	254
761	D5	P1	1/2MS	0mM	D.Glucose	0_100	F16	144	144H	0.115000002	258
762	D6	P1	1/2MS	0mM	D.Glucose	0_100	F16	144	144H	0.114200003	247
763	D7	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	144	144H	0.110100001	255
764	D8	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	144	144H	0.112800002	248
765	D9	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	144	144H	0.1118	238
766	D10	P1	1/2MS	0mM	Water	0_0	F16	144	144H	0.118500002	235
767	D11	P1	1/2MS	0mM	Water	0_0	F16	144	144H	0.118799999	226
768	D12	P1	1/2MS	0mM	Water	0_0	F16	144	144H	0.111199997	230
769	E1	P1	M9	75mM	3OMG	100_0	F16	144	144H	0.100900002	202
770	E2	P1	M9	75mM	3OMG	100_0	F16	144	144H	0.111699998	196
771	E3	P1	M9	75mM	3OMG	100_0	F16	144	144H	0.119900003	187
772	E4	P1	M9	75mM	D.Glucose	0_100	F16	144	144H	0.43689999	584
773	E5	P1	M9	75mM	D.Glucose	0_100	F16	144	144H	0.438699991	618
774	E6	P1	M9	75mM	D.Glucose	0_100	F16	144	144H	0.428299993	615
775	E7	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.475600004	721
776	E8	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.471500009	687
777	E9	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.47240001	662
778	E10	P1	M9	75mM	Water	0_0	F16	144	144H	0.120399997	194
779	E11	P1	M9	75mM	Water	0_0	F16	144	144H	0.119099997	195
780	E12	P1	M9	75mM	Water	0_0	F16	144	144H	0.111199997	207
781	F1	P1	M9	7.5mM	3OMG	100_0	F16	144	144H	0.099600002	182
782	F2	P1	M9	7.5mM	3OMG	100_0	F16	144	144H	0.119000003	178
783	F3	P1	M9	7.5mM	3OMG	100_0	F16	144	144H	0.121200003	175
784	F4	P1	M9	7.5mM	D.Glucose	0_100	F16	144	144H	0.461699992	589
785	F5	P1	M9	7.5mM	D.Glucose	0_100	F16	144	144H	0.444400012	612
786	F6	P1	M9	7.5mM	D.Glucose	0_100	F16	144	144H	0.444599986	624
787	F7	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	144	144H	0.451999992	624
788	F8	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	144	144H	0.464399993	611
789	F9	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	144	144H	0.467500001	612
790	F10	P1	M9	7.5mM	Water	0_0	F16	144	144H	0.120899998	192
791	F11	P1	M9	7.5mM	Water	0_0	F16	144	144H	0.116300002	195
792	F12	P1	M9	7.5mM	Water	0_0	F16	144	144H	0.104199998	217
793	G1	P1	M9	0.75mM	3OMG	100_0	F16	144	144H	0.100100003	175
794	G2	P1	M9	0.75mM	3OMG	100_0	F16	144	144H	0.112599999	169
795	G3	P1	M9	0.75mM	3OMG	100_0	F16	144	144H	0.119000003	172
796	G4	P1	M9	0.75mM	D.Glucose	0_100	F16	144	144H	0.141800001	389
797	G5	P1	M9	0.75mM	D.Glucose	0_100	F16	144	144H	0.137799993	373
798	G6	P1	M9	0.75mM	D.Glucose	0_100	F16	144	144H	0.141800001	380
799	G7	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.1259	398
800	G8	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.128299996	387
801	G9	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	144	144H	0.130400002	379
802	G10	P1	M9	0.75mM	Water	0_0	F16	144	144H	0.1206	190
803	G11	P1	M9	0.75mM	Water	0_0	F16	144	144H	0.118900001	203
804	G12	P1	M9	0.75mM	Water	0_0	F16	144	144H	0.1065	212
805	H1	P1	M9	0mM	3OMG	100_0	F16	144	144H	0.105499998	255
806	H2	P1	M9	0mM	3OMG	100_0	F16	144	144H	0.115999997	211
807	H3	P1	M9	0mM	3OMG	100_0	F16	144	144H	0.113200001	202
808	H4	P1	M9	0mM	D.Glucose	0_100	F16	144	144H	0.1153	200
809	H5	P1	M9	0mM	D.Glucose	0_100	F16	144	144H	0.117700003	202
810	H6	P1	M9	0mM	D.Glucose	0_100	F16	144	144H	0.117399998	202
811	H7	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	144	144H	0.118299998	213
812	H8	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	144	144H	0.117399998	210
813	H9	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	144	144H	0.111400001	211
814	H10	P1	M9	0mM	Water	0_0	F16	144	144H	0.111599997	210
815	H11	P1	M9	0mM	Water	0_0	F16	144	144H	0.107299998	217
816	H12	P1	M9	0mM	Water	0_0	F16	144	144H	0.100299999	214
817	A1	P2	1/2MS	0mM	Water	100_0	MF	144	144H	0.082999997	134
818	A2	P2	1/2MS	0mM	Water	100_0	MF	144	144H	0.0814	136
819	A3	P2	1/2MS	0mM	Water	100_0	MF	144	144H	0.081900001	142
820	A4	P2	1/2MS	0mM	Water	0_100	MF	144	144H	0.082800001	139
821	A5	P2	1/2MS	0mM	Water	0_100	MF	144	144H	0.082099997	141
822	A6	P2	1/2MS	0mM	Water	0_100	MF	144	144H	0.082500003	150
823	A7	P2	1/2MS	0mM	Water	100_100	MF	144	144H	0.0814	140
824	A8	P2	1/2MS	0mM	Water	100_100	MF	144	144H	0.082699999	141
825	A9	P2	1/2MS	0mM	Water	100_100	MF	144	144H	0.081	140
826	A10	P2	1/2MS	0mM	Water	0_0	MF	144	144H	0.081100002	139
827	A11	P2	1/2MS	0mM	Water	0_0	MF	144	144H	0.081	140
828	A12	P2	1/2MS	0mM	Water	0_0	MF	144	144H	0.081200004	136
829	B1	P2	M9	0mM	Water	100_0	MF	144	144H	0.083499998	120
830	B2	P2	M9	0mM	Water	100_0	MF	144	144H	0.0836	126
831	B3	P2	M9	0mM	Water	100_0	MF	144	144H	0.082800001	125
832	B4	P2	M9	0mM	Water	0_100	MF	144	144H	0.083700001	122
833	B5	P2	M9	0mM	Water	0_100	MF	144	144H	0.083099999	123
834	B6	P2	M9	0mM	Water	0_100	MF	144	144H	0.082900003	124
835	B7	P2	M9	0mM	Water	100_100	MF	144	144H	0.082800001	122
836	B8	P2	M9	0mM	Water	100_100	MF	144	144H	0.082999997	121
837	B9	P2	M9	0mM	Water	100_100	MF	144	144H	0.0832	125
838	B10	P2	M9	0mM	Water	0_0	MF	144	144H	0.083099999	126
839	B11	P2	M9	0mM	Water	0_0	MF	144	144H	0.084100001	123
840	B12	P2	M9	0mM	Water	0_0	MF	144	144H	0.0823	120
841	A1	P1	1/2MS	75mM	3OMG	100_0	F16	168	168H	0.099299997	188
842	A2	P1	1/2MS	75mM	3OMG	100_0	F16	168	168H	0.097800002	186
843	A3	P1	1/2MS	75mM	3OMG	100_0	F16	168	168H	0.095200002	188
844	A4	P1	1/2MS	75mM	D.Glucose	0_100	F16	168	168H	0.432599992	1531
845	A5	P1	1/2MS	75mM	D.Glucose	0_100	F16	168	168H	0.389299989	1468
846	A6	P1	1/2MS	75mM	D.Glucose	0_100	F16	168	168H	0.395200014	1437
847	A7	P1	1/2MS	75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.444099993	1018
848	A8	P1	1/2MS	75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.57160002	1209
849	A9	P1	1/2MS	75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.475899994	1121
850	A10	P1	1/2MS	75mM	Water	0_0	F16	168	168H	0.1083	231
851	A11	P1	1/2MS	75mM	Water	0_0	F16	168	168H	0.107799999	213
852	A12	P1	1/2MS	75mM	Water	0_0	F16	168	168H	0.106600001	214
853	B1	P1	1/2MS	7.5mM	3OMG	100_0	F16	168	168H	0.093099996	147
854	B2	P1	1/2MS	7.5mM	3OMG	100_0	F16	168	168H	0.094300002	147
855	B3	P1	1/2MS	7.5mM	3OMG	100_0	F16	168	168H	0.096600004	148
856	B4	P1	1/2MS	7.5mM	D.Glucose	0_100	F16	168	168H	0.200399995	915
857	B5	P1	1/2MS	7.5mM	D.Glucose	0_100	F16	168	168H	0.197300002	933
858	B6	P1	1/2MS	7.5mM	D.Glucose	0_100	F16	168	168H	0.202099994	1031
859	B7	P1	1/2MS	7.5mM	3OMG_D.Glucose	100_100	F16	168	168H	0.195899993	829
860	B8	P1	1/2MS	7.5mM	3OMG_D.Glucose	100_100	F16	168	168H	0.189099997	823
861	B9	P1	1/2MS	7.5mM	3OMG_D.Glucose	100_100	F16	168	168H	0.186299995	902
862	B10	P1	1/2MS	7.5mM	Water	0_0	F16	168	168H	0.102899998	218
863	B11	P1	1/2MS	7.5mM	Water	0_0	F16	168	168H	0.104099996	204
864	B12	P1	1/2MS	7.5mM	Water	0_0	F16	168	168H	0.107000001	202
865	C1	P1	1/2MS	0.75mM	3OMG	100_0	F16	168	168H	0.090800002	141
866	C2	P1	1/2MS	0.75mM	3OMG	100_0	F16	168	168H	0.098499998	149
867	C3	P1	1/2MS	0.75mM	3OMG	100_0	F16	168	168H	0.100900002	150
868	C4	P1	1/2MS	0.75mM	D.Glucose	0_100	F16	168	168H	0.1228	594
869	C5	P1	1/2MS	0.75mM	D.Glucose	0_100	F16	168	168H	0.123899996	550
870	C6	P1	1/2MS	0.75mM	D.Glucose	0_100	F16	168	168H	0.123099998	551
871	C7	P1	1/2MS	0.75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.101899996	505
872	C8	P1	1/2MS	0.75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.103600003	500
873	C9	P1	1/2MS	0.75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.108900003	469
874	C10	P1	1/2MS	0.75mM	Water	0_0	F16	168	168H	0.105300002	218
875	C11	P1	1/2MS	0.75mM	Water	0_0	F16	168	168H	0.107600003	209
876	C12	P1	1/2MS	0.75mM	Water	0_0	F16	168	168H	0.104800001	218
877	D1	P1	1/2MS	0mM	3OMG	100_0	F16	168	168H	0.110100001	282
878	D2	P1	1/2MS	0mM	3OMG	100_0	F16	168	168H	0.117200002	274
879	D3	P1	1/2MS	0mM	3OMG	100_0	F16	168	168H	0.113200001	265
880	D4	P1	1/2MS	0mM	D.Glucose	0_100	F16	168	168H	0.110399999	263
881	D5	P1	1/2MS	0mM	D.Glucose	0_100	F16	168	168H	0.108400002	260
882	D6	P1	1/2MS	0mM	D.Glucose	0_100	F16	168	168H	0.1087	255
883	D7	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	168	168H	0.104199998	258
884	D8	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	168	168H	0.107000001	253
885	D9	P1	1/2MS	0mM	3OMG_D.Glucose	100_100	F16	168	168H	0.104699999	250
886	D10	P1	1/2MS	0mM	Water	0_0	F16	168	168H	0.108199999	238
887	D11	P1	1/2MS	0mM	Water	0_0	F16	168	168H	0.108199999	229
888	D12	P1	1/2MS	0mM	Water	0_0	F16	168	168H	0.1083	238
889	E1	P1	M9	75mM	3OMG	100_0	F16	168	168H	0.096100003	202
890	E2	P1	M9	75mM	3OMG	100_0	F16	168	168H	0.107699998	199
891	E3	P1	M9	75mM	3OMG	100_0	F16	168	168H	0.111100003	193
892	E4	P1	M9	75mM	D.Glucose	0_100	F16	168	168H	0.471300006	626
893	E5	P1	M9	75mM	D.Glucose	0_100	F16	168	168H	0.475699991	651
894	E6	P1	M9	75mM	D.Glucose	0_100	F16	168	168H	0.466800004	643
895	E7	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.51639998	732
896	E8	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.510699987	707
897	E9	P1	M9	75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.509800017	689
898	E10	P1	M9	75mM	Water	0_0	F16	168	168H	0.109999999	192
899	E11	P1	M9	75mM	Water	0_0	F16	168	168H	0.110699996	196
900	E12	P1	M9	75mM	Water	0_0	F16	168	168H	0.1043	215
901	F1	P1	M9	7.5mM	3OMG	100_0	F16	168	168H	0.093900003	183
902	F2	P1	M9	7.5mM	3OMG	100_0	F16	168	168H	0.1131	178
903	F3	P1	M9	7.5mM	3OMG	100_0	F16	168	168H	0.112300001	175
904	F4	P1	M9	7.5mM	D.Glucose	0_100	F16	168	168H	0.422600001	643
905	F5	P1	M9	7.5mM	D.Glucose	0_100	F16	168	168H	0.405400008	658
906	F6	P1	M9	7.5mM	D.Glucose	0_100	F16	168	168H	0.407900006	674
907	F7	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	168	168H	0.422899991	659
908	F8	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	168	168H	0.434899986	650
909	F9	P1	M9	7.5mM	3OMG_D.Glucose	100_100	F16	168	168H	0.431699991	647
910	F10	P1	M9	7.5mM	Water	0_0	F16	168	168H	0.110600002	195
911	F11	P1	M9	7.5mM	Water	0_0	F16	168	168H	0.1087	196
912	F12	P1	M9	7.5mM	Water	0_0	F16	168	168H	0.097000003	222
913	G1	P1	M9	0.75mM	3OMG	100_0	F16	168	168H	0.093699999	178
914	G2	P1	M9	0.75mM	3OMG	100_0	F16	168	168H	0.106600001	172
915	G3	P1	M9	0.75mM	3OMG	100_0	F16	168	168H	0.114	174
916	G4	P1	M9	0.75mM	D.Glucose	0_100	F16	168	168H	0.134499997	401
917	G5	P1	M9	0.75mM	D.Glucose	0_100	F16	168	168H	0.129899994	386
918	G6	P1	M9	0.75mM	D.Glucose	0_100	F16	168	168H	0.134000003	388
919	G7	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.118900001	403
920	G8	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.123099998	391
921	G9	P1	M9	0.75mM	3OMG_D.Glucose	100_100	F16	168	168H	0.122599997	387
922	G10	P1	M9	0.75mM	Water	0_0	F16	168	168H	0.1118	194
923	G11	P1	M9	0.75mM	Water	0_0	F16	168	168H	0.110600002	206
924	G12	P1	M9	0.75mM	Water	0_0	F16	168	168H	0.098099999	218
925	H1	P1	M9	0mM	3OMG	100_0	F16	168	168H	0.102799997	256
926	H2	P1	M9	0mM	3OMG	100_0	F16	168	168H	0.1065	220
927	H3	P1	M9	0mM	3OMG	100_0	F16	168	168H	0.104000002	207
928	H4	P1	M9	0mM	D.Glucose	0_100	F16	168	168H	0.105599999	208
929	H5	P1	M9	0mM	D.Glucose	0_100	F16	168	168H	0.109700002	208
930	H6	P1	M9	0mM	D.Glucose	0_100	F16	168	168H	0.109999999	208
931	H7	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	168	168H	0.111100003	215
932	H8	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	168	168H	0.1065	219
933	H9	P1	M9	0mM	3OMG_D.Glucose	100_100	F16	168	168H	0.102799997	216
934	H10	P1	M9	0mM	Water	0_0	F16	168	168H	0.101599999	214
935	H11	P1	M9	0mM	Water	0_0	F16	168	168H	0.099299997	223
936	H12	P1	M9	0mM	Water	0_0	F16	168	168H	0.099299997	219
937	A1	P2	1/2MS	0mM	Water	100_0	MF	168	168H	0.083400004	132
938	A2	P2	1/2MS	0mM	Water	100_0	MF	168	168H	0.081600003	135
939	A3	P2	1/2MS	0mM	Water	100_0	MF	168	168H	0.082000002	134
940	A4	P2	1/2MS	0mM	Water	0_100	MF	168	168H	0.082699999	137
941	A5	P2	1/2MS	0mM	Water	0_100	MF	168	168H	0.081500001	136
942	A6	P2	1/2MS	0mM	Water	0_100	MF	168	168H	0.082699999	145
943	A7	P2	1/2MS	0mM	Water	100_100	MF	168	168H	0.081500001	136
944	A8	P2	1/2MS	0mM	Water	100_100	MF	168	168H	0.083400004	134
945	A9	P2	1/2MS	0mM	Water	100_100	MF	168	168H	0.0814	137
946	A10	P2	1/2MS	0mM	Water	0_0	MF	168	168H	0.081900001	133
947	A11	P2	1/2MS	0mM	Water	0_0	MF	168	168H	0.081500001	134
948	A12	P2	1/2MS	0mM	Water	0_0	MF	168	168H	0.081900001	135
949	B1	P2	M9	0mM	Water	100_0	MF	168	168H	0.083999999	117
950	B2	P2	M9	0mM	Water	100_0	MF	168	168H	0.084200002	118
951	B3	P2	M9	0mM	Water	100_0	MF	168	168H	0.083300002	120
952	B4	P2	M9	0mM	Water	0_100	MF	168	168H	0.084399998	119
953	B5	P2	M9	0mM	Water	0_100	MF	168	168H	0.083499998	116
954	B6	P2	M9	0mM	Water	0_100	MF	168	168H	0.083400004	119
955	B7	P2	M9	0mM	Water	100_100	MF	168	168H	0.083099999	117
956	B8	P2	M9	0mM	Water	100_100	MF	168	168H	0.0836	118
957	B9	P2	M9	0mM	Water	100_100	MF	168	168H	0.083700001	119
958	B10	P2	M9	0mM	Water	0_0	MF	168	168H	0.0836	123
959	B11	P2	M9	0mM	Water	0_0	MF	168	168H	0.0845	120
960	B12	P2	M9	0mM	Water	0_0	MF	168	168H	0.082800001	115
