Plate,Well,Value,Measurement_wavelength,ID,ID2,Validation_ID,Bacteria,F16
3,F3,170,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,F4,154,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,F5,168,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F6,167,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F7,165,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,F8,160,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,F9,157,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F10,159,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,F11,167,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,F12,182,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,G1,155,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,G2,188,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,G3,173,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,G4,164,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G5,172,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G6,182,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,G7,171,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,G8,163,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,G9,167,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G10,164,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G11,178,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,G12,159,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,H1,185,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,H2,164,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,H3,178,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,H4,183,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,H5,155,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,H6,192,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,H7,177,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,H8,174,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,H9,177,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,H10,196,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,H11,199,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,H12,193,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,A1,0.072700001,600nm,Empty,Empty,Empty,Empty,No
4,A2,0.078000002,600nm,Empty,Empty,Empty,Empty,No
4,A3,0.073600002,600nm,Empty,Empty,Empty,Empty,No
4,A4,0.073299997,600nm,Empty,Empty,Empty,Empty,No
4,A5,0.076099999,600nm,Empty,Empty,Empty,Empty,No
4,A6,0.074500002,600nm,Empty,Empty,Empty,Empty,No
4,A7,0.077200003,600nm,Empty,Empty,Empty,Empty,No
4,A8,0.074699998,600nm,Empty,Empty,Empty,Empty,No
4,A9,0.0748,600nm,Empty,Empty,Empty,Empty,No
4,A10,0.074699998,600nm,Empty,Empty,Empty,Empty,No
4,A11,0.073899999,600nm,Empty,Empty,Empty,Empty,No
4,A12,0.0766,600nm,Empty,Empty,Empty,Empty,No
4,B1,0.104900002,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B2,0.100699998,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B3,0.100100003,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B4,0.099399999,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B5,0.101000004,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B6,0.105700001,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B7,0.0792,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B8,0.075099997,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B9,0.0779,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B10,0.074600004,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B11,0.0748,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B12,0.0735,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,C1,0.100900002,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,C2,0.090000004,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,C3,0.086099997,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
4,C4,0.083499998,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
4,C5,0.093099996,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,C6,0.089100003,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
4,C7,0.097900003,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
4,C8,0.098300003,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
4,C9,0.090599999,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
4,C10,0.1021,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
4,C11,0.103699997,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
4,C12,0.103500001,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D1,0.098999999,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D2,0.089000002,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
4,D3,0.088200003,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
4,D4,0.085900001,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,D5,0.087800004,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D6,0.0876,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D7,0.086099997,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
4,D8,0.087800004,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
4,D9,0.092399999,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D10,0.086599998,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
4,D11,0.093999997,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
4,D12,0.101400003,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
4,E1,0.090999998,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
4,E2,0.099600002,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
4,E3,0.095200002,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
4,E4,0.093099996,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E5,0.091700003,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E6,0.089199997,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
4,E7,0.092799999,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
4,E8,0.093999997,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,E9,0.098800004,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E10,0.092,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E11,0.090800002,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
4,E12,0.083999999,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
4,F1,0.102200001,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,F2,0.088,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
4,F3,0.089900002,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
4,F4,0.087800004,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
4,F5,0.085299999,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
4,F6,0.091799997,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
4,F7,0.095700003,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
4,F8,0.093699999,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,F9,0.100599997,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,F10,0.100699998,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
4,F11,0.103100002,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
4,F12,0.105999999,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,G1,0.103799999,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G2,0.099600002,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G3,0.098399997,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G4,0.098899998,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G5,0.100500003,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G6,0.102399997,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G7,0.0814,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G8,0.074699998,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G9,0.074299999,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G10,0.0748,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G11,0.074199997,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G12,0.073799998,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,H1,0.077,600nm,Empty,Empty,Empty,Empty,No
4,H2,0.073200002,600nm,Empty,Empty,Empty,Empty,No
4,H3,0.074000001,600nm,Empty,Empty,Empty,Empty,No
4,H4,0.073700003,600nm,Empty,Empty,Empty,Empty,No
4,H5,0.074199997,600nm,Empty,Empty,Empty,Empty,No
4,H6,0.073600002,600nm,Empty,Empty,Empty,Empty,No
4,H7,0.073899999,600nm,Empty,Empty,Empty,Empty,No
4,H8,0.073700003,600nm,Empty,Empty,Empty,Empty,No
4,H9,0.085100003,600nm,Empty,Empty,Empty,Empty,No
4,H10,0.074500002,600nm,Empty,Empty,Empty,Empty,No
4,H11,0.074100003,600nm,Empty,Empty,Empty,Empty,No
4,H12,0.072999999,600nm,Empty,Empty,Empty,Empty,No
4,A1,160,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A2,159,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A3,167,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A4,156,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A5,155,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A6,155,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A7,162,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A8,160,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A9,157,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A10,169,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A11,161,475nm/510nm,Empty,Empty,Empty,Empty,No
4,A12,171,475nm/510nm,Empty,Empty,Empty,Empty,No
4,B1,240,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B2,228,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B3,230,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B4,228,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B5,231,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B6,241,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,B7,159,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B8,161,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B9,169,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B10,159,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B11,160,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,B12,159,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,C1,186,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,C2,184,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,C3,184,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
4,C4,187,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
4,C5,175,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,C6,168,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
4,C7,194,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
4,C8,198,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
4,C9,174,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
4,C10,237,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
4,C11,227,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
4,C12,228,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D1,176,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D2,196,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
4,D3,174,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
4,D4,164,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,D5,173,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D6,169,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D7,173,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
4,D8,259,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
4,D9,177,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,D10,163,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
4,D11,180,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
4,D12,189,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
4,E1,174,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
4,E2,189,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
4,E3,176,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
4,E4,166,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E5,165,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E6,183,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
4,E7,175,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
4,E8,168,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,E9,193,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E10,178,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,E11,195,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
4,E12,175,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
4,F1,191,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,F2,167,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
4,F3,176,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
4,F4,174,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
4,F5,162,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
4,F6,195,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
4,F7,195,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
4,F8,197,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,F9,198,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
4,F10,229,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
4,F11,220,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
4,F12,228,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
4,G1,242,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G2,235,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G3,236,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G4,229,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G5,229,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G6,243,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
4,G7,154,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G8,157,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G9,159,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G10,162,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G11,167,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,G12,160,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
4,H1,170,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H2,176,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H3,168,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H4,161,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H5,165,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H6,163,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H7,169,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H8,164,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H9,169,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H10,157,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H11,179,475nm/510nm,Empty,Empty,Empty,Empty,No
4,H12,163,475nm/510nm,Empty,Empty,Empty,Empty,No
