Rows,ID2,System,Plant,Experiment,Bio_rep,Tech_Rep,Microbes,Treatment,Element,Weight_length,Nb,Microbial_ID
955,MS_agar_Arabidopsis_thaliana_F_Path_1_14_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,14,F96,3OMG,Roots,2.395,1,Pathogens
956,MS_agar_Arabidopsis_thaliana_F_Path_1_15_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,15,F96,3OMG,Roots,2.52,1,Pathogens
957,MS_agar_Arabidopsis_thaliana_F_Path_1_16_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,16,F96,3OMG,Roots,1.814,1,Pathogens
958,MS_agar_Arabidopsis_thaliana_F_Path_1_17_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,17,F96,3OMG,Roots,1.603,1,Pathogens
959,MS_agar_Arabidopsis_thaliana_F_Path_1_18_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,18,F96,3OMG,Roots,3.189,1,Pathogens
960,MS_agar_Arabidopsis_thaliana_F_Path_1_19_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,19,F96,3OMG,Roots,3.761,1,Pathogens
961,MS_agar_Arabidopsis_thaliana_F_Path_1_20_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,20,F96,3OMG,Roots,2.987,1,Pathogens
962,MS_agar_Arabidopsis_thaliana_F_Path_1_21_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,21,F96,3OMG,Roots,3.29,1,Pathogens
963,MS_agar_Arabidopsis_thaliana_F_Path_1_22_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,22,F96,3OMG,Roots,3.363,1,Pathogens
964,MS_agar_Arabidopsis_thaliana_F_Path_1_23_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,23,F96,3OMG,Roots,3.211,1,Pathogens
965,MS_agar_Arabidopsis_thaliana_F_Path_1_24_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,24,F96,3OMG,Roots,1.43,1,Pathogens
966,MS_agar_Arabidopsis_thaliana_F_Path_1_25_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,25,F96,3OMG,Roots,1.77,1,Pathogens
967,MS_agar_Arabidopsis_thaliana_F_Path_1_26_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,26,F96,3OMG,Roots,1.735,1,Pathogens
968,MS_agar_Arabidopsis_thaliana_F_Path_1_27_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,27,F96,3OMG,Roots,2.793,1,Pathogens
969,MS_agar_Arabidopsis_thaliana_F_Path_1_28_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,28,F96,3OMG,Roots,2.124,1,Pathogens
970,MS_agar_Arabidopsis_thaliana_F_Path_1_29_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,29,F96,3OMG,Roots,2.32,1,Pathogens
971,MS_agar_Arabidopsis_thaliana_F_Path_1_30_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,30,F96,3OMG,Roots,2.796,1,Pathogens
972,MS_agar_Arabidopsis_thaliana_F_Path_1_31_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,31,F96,3OMG,Roots,3.218,1,Pathogens
973,MS_agar_Arabidopsis_thaliana_F_Path_1_32_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,32,F96,3OMG,Roots,2.954,1,Pathogens
974,MS_agar_Arabidopsis_thaliana_F_Path_1_33_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,33,F96,3OMG,Roots,2.659,1,Pathogens
975,MS_agar_Arabidopsis_thaliana_F_Path_1_34_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,34,F96,3OMG,Roots,2.445,1,Pathogens
976,MS_agar_Arabidopsis_thaliana_F_Path_1_35_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,35,F96,3OMG,Roots,2.855,1,Pathogens
977,MS_agar_Arabidopsis_thaliana_F_Path_1_36_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,36,F96,3OMG,Roots,2.288,1,Pathogens
978,MS_agar_Arabidopsis_thaliana_F_Path_1_37_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,37,F96,3OMG,Roots,1.752,1,Pathogens
979,MS_agar_Arabidopsis_thaliana_F_Path_1_38_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,38,F96,3OMG,Roots,1.626,1,Pathogens
980,MS_agar_Arabidopsis_thaliana_F_Path_1_39_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,39,F96,3OMG,Roots,1.756,1,Pathogens
981,MS_agar_Arabidopsis_thaliana_F_Path_1_40_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,40,F96,3OMG,Roots,3.615,1,Pathogens
982,MS_agar_Arabidopsis_thaliana_F_Path_1_41_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,41,F96,3OMG,Roots,1.946,1,Pathogens
983,MS_agar_Arabidopsis_thaliana_F_Path_1_42_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,42,F96,3OMG,Roots,1.363,1,Pathogens
984,MS_agar_Arabidopsis_thaliana_F_Path_1_43_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,43,F96,3OMG,Roots,2.806,1,Pathogens
985,MS_agar_Arabidopsis_thaliana_F_Path_1_44_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,44,F96,3OMG,Roots,3.999,1,Pathogens
986,MS_agar_Arabidopsis_thaliana_F_Path_1_45_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,45,F96,3OMG,Roots,3.242,1,Pathogens
987,MS_agar_Arabidopsis_thaliana_F_Path_1_46_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,46,F96,3OMG,Roots,1.606,1,Pathogens
988,MS_agar_Arabidopsis_thaliana_F_Path_1_47_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,47,F96,3OMG,Roots,3.003,1,Pathogens
989,MS_agar_Arabidopsis_thaliana_F_Path_1_48_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,48,F96,3OMG,Roots,0.953,1,Pathogens
990,MS_agar_Arabidopsis_thaliana_F_Path_1_49_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,49,F96,3OMG,Roots,2.89,1,Pathogens
991,MS_agar_Arabidopsis_thaliana_F_Path_1_50_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,50,F96,3OMG,Roots,3.549,1,Pathogens
992,MS_agar_Arabidopsis_thaliana_F_Path_1_51_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,51,F96,3OMG,Roots,2.555,1,Pathogens
993,MS_agar_Arabidopsis_thaliana_F_Path_1_52_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,52,F96,3OMG,Roots,3.112,1,Pathogens
994,MS_agar_Arabidopsis_thaliana_F_Path_1_53_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,53,F96,3OMG,Roots,1.898,1,Pathogens
995,MS_agar_Arabidopsis_thaliana_F_Path_1_54_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,54,F96,3OMG,Roots,3.983,1,Pathogens
996,MS_agar_Arabidopsis_thaliana_F_Path_1_55_F96_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,55,F96,3OMG,Roots,3.339,1,Pathogens
997,MS_agar_Arabidopsis_thaliana_F_Path_1_1_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,1,F100,Water,Roots,5.045,1,Pathogens
998,MS_agar_Arabidopsis_thaliana_F_Path_1_2_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,2,F100,Water,Roots,3.272,1,Pathogens
999,MS_agar_Arabidopsis_thaliana_F_Path_1_3_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,3,F100,Water,Roots,4.188,1,Pathogens
1000,MS_agar_Arabidopsis_thaliana_F_Path_1_4_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,4,F100,Water,Roots,2.78,1,Pathogens
1001,MS_agar_Arabidopsis_thaliana_F_Path_1_5_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,5,F100,Water,Roots,5.947,1,Pathogens
1002,MS_agar_Arabidopsis_thaliana_F_Path_1_6_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,6,F100,Water,Roots,5.199,1,Pathogens
1003,MS_agar_Arabidopsis_thaliana_F_Path_1_7_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,7,F100,Water,Roots,3.284,1,Pathogens
1004,MS_agar_Arabidopsis_thaliana_F_Path_1_8_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,8,F100,Water,Roots,3.515,1,Pathogens
1005,MS_agar_Arabidopsis_thaliana_F_Path_1_9_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,9,F100,Water,Roots,4.955,1,Pathogens
1006,MS_agar_Arabidopsis_thaliana_F_Path_1_10_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,10,F100,Water,Roots,5.624,1,Pathogens
1007,MS_agar_Arabidopsis_thaliana_F_Path_1_11_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,11,F100,Water,Roots,7.791,1,Pathogens
1008,MS_agar_Arabidopsis_thaliana_F_Path_1_12_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,12,F100,Water,Roots,2.56,1,Pathogens
1009,MS_agar_Arabidopsis_thaliana_F_Path_1_13_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,13,F100,Water,Roots,2.375,1,Pathogens
1010,MS_agar_Arabidopsis_thaliana_F_Path_1_14_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,14,F100,Water,Roots,2.463,1,Pathogens
1011,MS_agar_Arabidopsis_thaliana_F_Path_1_15_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,15,F100,Water,Roots,2.662,1,Pathogens
1012,MS_agar_Arabidopsis_thaliana_F_Path_1_16_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,16,F100,Water,Roots,2.614,1,Pathogens
1013,MS_agar_Arabidopsis_thaliana_F_Path_1_17_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,17,F100,Water,Roots,5.17,1,Pathogens
1014,MS_agar_Arabidopsis_thaliana_F_Path_1_18_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,18,F100,Water,Roots,5.798,1,Pathogens
1015,MS_agar_Arabidopsis_thaliana_F_Path_1_19_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,19,F100,Water,Roots,1.737,1,Pathogens
1016,MS_agar_Arabidopsis_thaliana_F_Path_1_20_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,20,F100,Water,Roots,4.586,1,Pathogens
1017,MS_agar_Arabidopsis_thaliana_F_Path_1_21_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,21,F100,Water,Roots,3.87,1,Pathogens
1018,MS_agar_Arabidopsis_thaliana_F_Path_1_22_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,22,F100,Water,Roots,3.963,1,Pathogens
1019,MS_agar_Arabidopsis_thaliana_F_Path_1_23_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,23,F100,Water,Roots,7.644,1,Pathogens
1020,MS_agar_Arabidopsis_thaliana_F_Path_1_24_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,24,F100,Water,Roots,5.653,1,Pathogens
1021,MS_agar_Arabidopsis_thaliana_F_Path_1_25_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,25,F100,Water,Roots,4.528,1,Pathogens
1022,MS_agar_Arabidopsis_thaliana_F_Path_1_26_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,26,F100,Water,Roots,5.206,1,Pathogens
1023,MS_agar_Arabidopsis_thaliana_F_Path_1_27_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,27,F100,Water,Roots,3.701,1,Pathogens
1024,MS_agar_Arabidopsis_thaliana_F_Path_1_28_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,28,F100,Water,Roots,6.296,1,Pathogens
1025,MS_agar_Arabidopsis_thaliana_F_Path_1_29_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,29,F100,Water,Roots,6.429,1,Pathogens
1026,MS_agar_Arabidopsis_thaliana_F_Path_1_30_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,30,F100,Water,Roots,2.949,1,Pathogens
1027,MS_agar_Arabidopsis_thaliana_F_Path_1_31_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,31,F100,Water,Roots,3.335,1,Pathogens
1028,MS_agar_Arabidopsis_thaliana_F_Path_1_32_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,32,F100,Water,Roots,2.545,1,Pathogens
1029,MS_agar_Arabidopsis_thaliana_F_Path_1_33_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,33,F100,Water,Roots,2.78,1,Pathogens
1030,MS_agar_Arabidopsis_thaliana_F_Path_1_34_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,34,F100,Water,Roots,4.546,1,Pathogens
1031,MS_agar_Arabidopsis_thaliana_F_Path_1_35_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,35,F100,Water,Roots,6.004,1,Pathogens
1032,MS_agar_Arabidopsis_thaliana_F_Path_1_36_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,36,F100,Water,Roots,4.734,1,Pathogens
1033,MS_agar_Arabidopsis_thaliana_F_Path_1_37_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,37,F100,Water,Roots,4.161,1,Pathogens
1034,MS_agar_Arabidopsis_thaliana_F_Path_1_38_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,38,F100,Water,Roots,4.581,1,Pathogens
1035,MS_agar_Arabidopsis_thaliana_F_Path_1_39_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,39,F100,Water,Roots,5.915,1,Pathogens
1036,MS_agar_Arabidopsis_thaliana_F_Path_1_40_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,40,F100,Water,Roots,3.667,1,Pathogens
1037,MS_agar_Arabidopsis_thaliana_F_Path_1_41_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,41,F100,Water,Roots,4.616,1,Pathogens
1038,MS_agar_Arabidopsis_thaliana_F_Path_1_42_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,42,F100,Water,Roots,4.167,1,Pathogens
1039,MS_agar_Arabidopsis_thaliana_F_Path_1_43_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,43,F100,Water,Roots,4.891,1,Pathogens
1040,MS_agar_Arabidopsis_thaliana_F_Path_1_44_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,44,F100,Water,Roots,5.547,1,Pathogens
1041,MS_agar_Arabidopsis_thaliana_F_Path_1_45_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,45,F100,Water,Roots,4.649,1,Pathogens
1042,MS_agar_Arabidopsis_thaliana_F_Path_1_46_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,46,F100,Water,Roots,3.188,1,Pathogens
1043,MS_agar_Arabidopsis_thaliana_F_Path_1_47_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,47,F100,Water,Roots,5.183,1,Pathogens
1044,MS_agar_Arabidopsis_thaliana_F_Path_1_48_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,48,F100,Water,Roots,5.065,1,Pathogens
1045,MS_agar_Arabidopsis_thaliana_F_Path_1_49_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,49,F100,Water,Roots,5.754,1,Pathogens
1046,MS_agar_Arabidopsis_thaliana_F_Path_1_50_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,50,F100,Water,Roots,4.324,1,Pathogens
1047,MS_agar_Arabidopsis_thaliana_F_Path_1_51_F100_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,51,F100,Water,Roots,2.981,1,Pathogens
1048,MS_agar_Arabidopsis_thaliana_F_Path_1_1_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,1,F100,3OMG,Roots,8.652,1,Pathogens
1049,MS_agar_Arabidopsis_thaliana_F_Path_1_2_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,2,F100,3OMG,Roots,2.574,1,Pathogens
1050,MS_agar_Arabidopsis_thaliana_F_Path_1_3_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,3,F100,3OMG,Roots,5.566,1,Pathogens
1051,MS_agar_Arabidopsis_thaliana_F_Path_1_4_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,4,F100,3OMG,Roots,3.955,1,Pathogens
1052,MS_agar_Arabidopsis_thaliana_F_Path_1_5_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,5,F100,3OMG,Roots,6.093,1,Pathogens
1053,MS_agar_Arabidopsis_thaliana_F_Path_1_6_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,6,F100,3OMG,Roots,6.362,1,Pathogens
1054,MS_agar_Arabidopsis_thaliana_F_Path_1_7_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,7,F100,3OMG,Roots,5.937,1,Pathogens
1055,MS_agar_Arabidopsis_thaliana_F_Path_1_8_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,8,F100,3OMG,Roots,7.012,1,Pathogens
1056,MS_agar_Arabidopsis_thaliana_F_Path_1_9_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,9,F100,3OMG,Roots,6.254,1,Pathogens
1057,MS_agar_Arabidopsis_thaliana_F_Path_1_10_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,10,F100,3OMG,Roots,4.02,1,Pathogens
1058,MS_agar_Arabidopsis_thaliana_F_Path_1_11_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,11,F100,3OMG,Roots,7.741,1,Pathogens
1059,MS_agar_Arabidopsis_thaliana_F_Path_1_12_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,12,F100,3OMG,Roots,2.389,1,Pathogens
1060,MS_agar_Arabidopsis_thaliana_F_Path_1_13_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,13,F100,3OMG,Roots,6.728,1,Pathogens
1061,MS_agar_Arabidopsis_thaliana_F_Path_1_14_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,14,F100,3OMG,Roots,3.494,1,Pathogens
1062,MS_agar_Arabidopsis_thaliana_F_Path_1_15_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,15,F100,3OMG,Roots,3.727,1,Pathogens
1063,MS_agar_Arabidopsis_thaliana_F_Path_1_16_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,16,F100,3OMG,Roots,3.944,1,Pathogens
1064,MS_agar_Arabidopsis_thaliana_F_Path_1_17_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,17,F100,3OMG,Roots,5.497,1,Pathogens
1065,MS_agar_Arabidopsis_thaliana_F_Path_1_18_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,18,F100,3OMG,Roots,8.784,1,Pathogens
1066,MS_agar_Arabidopsis_thaliana_F_Path_1_19_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,19,F100,3OMG,Roots,8.73,1,Pathogens
1067,MS_agar_Arabidopsis_thaliana_F_Path_1_20_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,20,F100,3OMG,Roots,6.104,1,Pathogens
1068,MS_agar_Arabidopsis_thaliana_F_Path_1_21_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,21,F100,3OMG,Roots,4.752,1,Pathogens
1069,MS_agar_Arabidopsis_thaliana_F_Path_1_22_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,22,F100,3OMG,Roots,7.258,1,Pathogens
1070,MS_agar_Arabidopsis_thaliana_F_Path_1_23_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,23,F100,3OMG,Roots,4.184,1,Pathogens
1071,MS_agar_Arabidopsis_thaliana_F_Path_1_24_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,24,F100,3OMG,Roots,4.975,1,Pathogens
1072,MS_agar_Arabidopsis_thaliana_F_Path_1_25_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,25,F100,3OMG,Roots,6.375,1,Pathogens
1073,MS_agar_Arabidopsis_thaliana_F_Path_1_26_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,26,F100,3OMG,Roots,3.261,1,Pathogens
1074,MS_agar_Arabidopsis_thaliana_F_Path_1_27_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,27,F100,3OMG,Roots,7.353,1,Pathogens
1075,MS_agar_Arabidopsis_thaliana_F_Path_1_28_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,28,F100,3OMG,Roots,2.577,1,Pathogens
1076,MS_agar_Arabidopsis_thaliana_F_Path_1_29_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,29,F100,3OMG,Roots,8.222,1,Pathogens
1077,MS_agar_Arabidopsis_thaliana_F_Path_1_30_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,30,F100,3OMG,Roots,6.588,1,Pathogens
1078,MS_agar_Arabidopsis_thaliana_F_Path_1_31_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,31,F100,3OMG,Roots,6.437,1,Pathogens
1079,MS_agar_Arabidopsis_thaliana_F_Path_1_32_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,32,F100,3OMG,Roots,7.943,1,Pathogens
1080,MS_agar_Arabidopsis_thaliana_F_Path_1_33_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,33,F100,3OMG,Roots,6.061,1,Pathogens
1081,MS_agar_Arabidopsis_thaliana_F_Path_1_34_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,34,F100,3OMG,Roots,5.668,1,Pathogens
1082,MS_agar_Arabidopsis_thaliana_F_Path_1_35_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,35,F100,3OMG,Roots,12.032,1,Pathogens
1083,MS_agar_Arabidopsis_thaliana_F_Path_1_36_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,36,F100,3OMG,Roots,7.087,1,Pathogens
1084,MS_agar_Arabidopsis_thaliana_F_Path_1_37_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,37,F100,3OMG,Roots,7.222,1,Pathogens
1085,MS_agar_Arabidopsis_thaliana_F_Path_1_38_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,38,F100,3OMG,Roots,7.243,1,Pathogens
1086,MS_agar_Arabidopsis_thaliana_F_Path_1_39_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,39,F100,3OMG,Roots,6.703,1,Pathogens
1087,MS_agar_Arabidopsis_thaliana_F_Path_1_40_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,40,F100,3OMG,Roots,8.173,1,Pathogens
1088,MS_agar_Arabidopsis_thaliana_F_Path_1_41_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,41,F100,3OMG,Roots,8.332,1,Pathogens
1089,MS_agar_Arabidopsis_thaliana_F_Path_1_42_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,42,F100,3OMG,Roots,6.133,1,Pathogens
1090,MS_agar_Arabidopsis_thaliana_F_Path_1_43_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,43,F100,3OMG,Roots,6.843,1,Pathogens
1091,MS_agar_Arabidopsis_thaliana_F_Path_1_44_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,44,F100,3OMG,Roots,6.924,1,Pathogens
1092,MS_agar_Arabidopsis_thaliana_F_Path_1_45_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,45,F100,3OMG,Roots,1.556,1,Pathogens
1093,MS_agar_Arabidopsis_thaliana_F_Path_1_46_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,46,F100,3OMG,Roots,3.904,1,Pathogens
1094,MS_agar_Arabidopsis_thaliana_F_Path_1_47_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,47,F100,3OMG,Roots,7.62,1,Pathogens
1095,MS_agar_Arabidopsis_thaliana_F_Path_1_48_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,48,F100,3OMG,Roots,4.65,1,Pathogens
1096,MS_agar_Arabidopsis_thaliana_F_Path_1_49_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,49,F100,3OMG,Roots,5.738,1,Pathogens
1097,MS_agar_Arabidopsis_thaliana_F_Path_1_50_F100_3OMG_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,50,F100,3OMG,Roots,4.774,1,Pathogens
1098,MS_agar_Arabidopsis_thaliana_F_Path_1_1_F117_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,1,F117,Water,Roots,2.398,1,Pathogens
1099,MS_agar_Arabidopsis_thaliana_F_Path_1_2_F117_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,2,F117,Water,Roots,2.861,1,Pathogens
1100,MS_agar_Arabidopsis_thaliana_F_Path_1_3_F117_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,3,F117,Water,Roots,1.405,1,Pathogens
1101,MS_agar_Arabidopsis_thaliana_F_Path_1_4_F117_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,4,F117,Water,Roots,1.456,1,Pathogens
1102,MS_agar_Arabidopsis_thaliana_F_Path_1_5_F117_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,5,F117,Water,Roots,0.969,1,Pathogens
1103,MS_agar_Arabidopsis_thaliana_F_Path_1_6_F117_Water_Roots,MS_agar,Arabidopsis_thaliana,F_Path,1,6,F117,Water,Roots,1.54,1,Pathogens
